question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
ENG-0120,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"According to the novel, the Gurara Waterfall was actually discovered in which year?",,1845,1745,1925,1625,B,,jamb|2025,past-question,active
ENG-0121,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"According to the novel, who built the first-storey building in Nigeria?",,Bishop Samuel Ajayi Crowther,Lord Federick Lugard,Henry Townsend,Lord Bernard Shaw,C,,jamb|2025,past-question,active
ENG-0122,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What does Bepo mean by the term ""new slavery""?",,The forced labour system in Nigerian schools,The economic challenges of the working class brought on by bad governance,The exploitation of teachers by private school owners,The voluntary migration to foreign countries to join their workforce,D,,jamb|2025,past-question,active
ENG-0123,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is the name of the passport office that Bepo plans to visit to renew his passport?,,Mokola Passport Centre,Agodi-Gate Passport Office,Dugbe Immigration Office,Bodija Passport Centre,B,,jamb|2025,past-question,active
ENG-0124,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was inscribed on the banner at Bepo's send-off?,,A Principal Like No Other,For He Gave Stardom His Very Best,Goodbye to our Mentor,"We Will Miss You, Mr Bepo!",B,,jamb|2025,past-question,active
ENG-0125,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What position did Bepo apply for when he first came to Stardom Schools?,,English Teacher,Head of Department,Vice Principal,History Teacher,A,,jamb|2025,past-question,active
ENG-0126,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Who did Bepo sell his car to as he planned to relocate?,,His best friend,His landlord,The school's accountant,Mrs Grace Apeh,C,,jamb|2025,past-question,active
ENG-0127,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,How much did Bepo give his landlord's children as he left for the airport?,,"₦2,000",₦5000,"₦10,000",₦7500,B,,jamb|2025,past-question,active
ENG-0128,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What course did Bepo study at the University of Benin?,,English Language,History and Political Science,English/ History Education,Educational Management,C,,jamb|2025,past-question,active
ENG-0129,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What subject was Sola teaching at Stardom Schools before she relocated to the UK?,,English Language,Home Economics,Government,Biology,B,,jamb|2025,past-question,active
ENG-0130,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"Which historical figure, according to the novel, translated the Bible into Yoruba?",,Bishop Ajayi Crowther,Samuel L. Akintola,Herbert Macauley,Samuel Caulker,A,,jamb|2025,past-question,active
ENG-0131,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What literary device is used in the expression ""under the world of tears""?",,Euphemism,Personification,Metaphor,Simile,C,,jamb|2025,past-question,active
ENG-0132,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was the mood at the beginning of the story when the principal walks to the podium?,,Joyful and uplifting,Calm and indifferent,Hopeful and eager,tense and uncertain,D,,jamb|2025,past-question,active
ENG-0133,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"When Mr. Audu says, ""the MD is a witch and wizard rolled into one!"", what figure of speech is this?",,Personification,Allusion,Assonance,Metaphor,D,,jamb|2025,past-question,active
ENG-0134,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"""You could see a rock carrying three other rocks on its head."" What literary technique is being used?",,irony,simile,hyperbole,personification,D,,jamb|2025,past-question,active
ENG-0135,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What attitude do most teachers display towards Bepo's reluctance to relocate?,,empathy and support,criticism and dismissiveness,respect and admiration,indifference,B,,jamb|2025,past-question,active
ENG-0136,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why did the students expect comments from the principal after Ikenna's speech?,,It was standard procedure at Stardom Schools,Ikenna made a factual error,The principal always appreciated students after such good speeches,The speech was too long,C,,jamb|2025,past-question,active
ENG-0137,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"Why is Jos described as ""acrobatic"" in Ikenna's speech?",,because of the Jos native dancers,beacause of its terrain and rock formations,because the people perform circus tricks,because students went rock climbing,B,,jamb|2025,past-question,active
ENG-0138,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What figure of speech is used in ""...the microphone dropped on the floor, sending a vexatious clatter out of the twin sound boxes""?",,Onomatopoeia,Simile,Irony,Personification,A,,jamb|2025,past-question,active
ENG-0139,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,The overall tone of the story can be described as,,Joyful,Reflective,Mysterious,Suspenseful,B,,jamb|2025,past-question,active
ENG-0140,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why did Mr. Bepo finally decide to leave Nigeria?,,To pursue further education,Due to unresolved conflict,To reunite with his family and avoid marital collapse,To escape insecurity,C,,jamb|2025,past-question,active
ENG-0141,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was unique about Bepo's initial job interview at Stardom?,,It was done over the phone,He tested in mathematics,He was interviewed by the founder,He had to bribe the MD's father,C,,jamb|2025,past-question,active
ENG-0142,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is the name of the director of Beesway Group of School?,,Mr Ogo,Mr Meko,Mr Oyelana,Mr Komaiko,B,,jamb|2025,past-question,active
ENG-0143,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What shocking behaviour did a UK student allegedly exhibit toward a Nigerian teacher, according to the novel?",,Insulting him with 'Are you an idiot?',Spitting on him,Yelling racial slurs,Leaving the classroom without permission,A,,jamb|2025,past-question,active
ENG-0144,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What gesture impressed Sola when her daughter Betty was hospitalised in the UK?,,She was given free medication,Her husband was offered a job,Emergency care arrived in under 5 minutes,They were moved to a private hospital,C,,jamb|2025,past-question,active
ENG-0145,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What kind of job did Akindele, the older Nigerian migrant, do when he first arrived in the US?",,Law enforcement,Clerical work,IT consultancy,Freight loading,D,,jamb|2025,past-question,active
ENG-0146,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What figure of speech is used in the expression ""...wouldn't have to clean 'dishes', as folks uncharitably say about washing corpses.""",,Personification,Euphemism,Hyperbole,Allusion,B,,jamb|2025,past-question,active
ENG-0147,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What city did Sola and her husband settle in within the UK?,,London,Birmingham,Manchester,Aberdeen,C,,jamb|2025,past-question,active
ENG-0148,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What career did Bepo's wife Seri practice abroad?,,Nurse,Pharmacist,Lawyer,Teacher,A,,jamb|2025,past-question,active
ENG-0149,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"“Tears trickled out of his eyes… More tears streamed from both eyes, competitively…” is an example of—",,Simile,Metaphor,Hyperbole,Personification,D,,jamb|2025,past-question,active
ENG-0150,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,“He brought his palms together like a supplicant” is an example of—,,Hyperbole,Simile,Irony,Euphemism,B,,jamb|2025,past-question,active
ENG-0151,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"The Yoruba proverb ""The Oyingbo market never finds out a certain person did not even turn up"" means",,Traders are greedy,The market is disorganised,The market is always busy,Prices are fixed,C,,jamb|2025,past-question,active
ENG-0152,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"“If you beat my height, you can’t beat my eyes.” What was Bepo trying to communicate here?",,Physical strength surpasses all other traits,No act of cheating will go uncaught,Height is the least important quality of a person,A competitive spirit always guarantee victory,B,,jamb|2025,past-question,active
ENG-0153,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why does the narrator employ a conversational tone in the narration of Bepo's story?,,To show multiple perspectives on the subject matter,To create tension and drama,To make the story imaginative,To enhance relatability,D,,jamb|2025,past-question,active
