question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
LIT-0071,JAMB,Literature,Prose,Path of Lucas: The Journey He Endured,medium,2025,,This question is based on Path of Lucas. What deeper meaning can be attached to Lucas's work on the farm?,,Labour as a burden,Nature as the enemy,An escape from Isabelle,Work as spiritual discipline and sacrifice,D,,jamb|2025,past-question,active
LIT-0072,JAMB,Literature,Poetry,Poem: Not My Business,medium,2025,,A central theme in the poem Not My Business is:,,Courage,Political complacency,Greed,Success,B,,jamb|2025,past-question,active
LIT-0073,JAMB,Literature,Poetry,The Nun's Priest's Tale (Chaucer),medium,2025,,This question is based on The Nun's Priest's Tale. The final escape of Chanticleer is due to—,,The widow's intervention,The hens' distraction,His flying ability,His clever use of flattery,D,,jamb|2025,past-question,active
LIT-0074,JAMB,Literature,Drama,The Marriage of Anansewa,medium,2025,,This question is based on The Marriage of Anansewa. Who is Aya in relation to Ananse?,,His neighbour,His sister,His mother,His aunt,C,,jamb|2025,past-question,active
LIT-0075,JAMB,Literature,Poetry,Poem: Night,medium,2025,,This question is based on Night. The sea in the poem is presented as:,,A place of joyful celebration,A symbol of natural vitality subdued by Night,A metaphor for human struggle,A neutral force in the world,B,,jamb|2025,past-question,active
LIT-0076,JAMB,Literature,Poetry,Poem: Our Sun Rises (Amelia House),medium,2025,,"This question is based on General Literature Principles and Literary Appreciation. 'You amble on we can no longer wait for nature's course we must deliver you with force' Amelia House, 'Our Sun Rises'. The mood in the lines above is one of",,fear,indignation,joy,sorrow,B,,jamb|2025,past-question,active
LIT-0077,JAMB,Literature,Poetry,Poem: Not My Business,medium,2025,,This question is based on Not My Business. Which literary technique dominates the poem?,,Allegory,Limerick,Hyperbole,Free verse,D,,jamb|2025,past-question,active
LIT-0078,JAMB,Literature,Poetry,Poem: She Walks in Beauty (Byron),medium,2025,,"This question is based on She Walks in Beauty. The expression ""one shade the more, one ray the less"" underscores",,The woman's dual nature,Her exaggerated features,The speaker's confusion,The precision and delicacy of her beauty,D,,jamb|2025,past-question,active
LIT-0079,JAMB,Literature,Prose,Redemption Road,medium,2025,,This question is based on Redemption Road. The temporal setting of the novel is?,,the 1960s and 1970s,the renaissance,the 1990s and early 2000s,the 2010s,C,,jamb|2025,past-question,active
LIT-0080,JAMB,Literature,Poetry,Poem: Hearty Garlands,medium,2025,,This question is based on Hearty Garlands. What is the occasion that inspires the poem?,,A retirement send-off,A political victory,A birthday celebration,A funeral tribute,C,,jamb|2025,past-question,active
LIT-0081,JAMB,Literature,Prose,So the Path Does Not Die,medium,2025,,This question is based on So the Path Does Not Die. Which of the following is NOT a reason why Fina struggles in America?,,Language barrier,Financial hardship,Racism,Cultural isolation,A,,jamb|2025,past-question,active
LIT-0082,JAMB,Literature,Prose,Path of Lucas: The Journey He Endured,medium,2025,,This question is based on Path of Lucas. What does Lucy's awakening at the novel's end most strongly symbolise?,,Rebirth of hope and emotional reconnection,Reversal of time,A reward for Lucas's storytelling,Scientific success,A,,jamb|2025,past-question,active
LIT-0083,JAMB,Literature,Prose,Redemption Road,medium,2025,,"In the end, what core message does Redemption Road leave the reader with?",,Justice is always served eventually,History should be forgotten to move forward,Only revenge can bring peace,Healing is possible but depends on courageous confrontation,D,,jamb|2025,past-question,active
LIT-0084,JAMB,Literature,Literary Devices/Terminology,,medium,2025,,"This question is based on General Literature Principles and Literary Appreciation. 'Beautiful Kareendi, flower of my heart. No one but you can type them. For I want to send them care of the address of your heart, by the post of your heart, to be read by the eye of your heart, thereafter to be kept within your heart, sealed there forever and ever.' The dominant device in this extract is",,progressive amplification,bold contrast,progressive repetition,rhetorical emphasis,C,,jamb|2025,past-question,active
LIT-0085,JAMB,Literature,Prose,Path of Lucas: The Journey He Endured,medium,2025,,This question is based on Path of Lucas. How does the novel challenge conventional ideas of masculinity?,,By making Lucas physically weak,By showing Lucas fails as a provider,By excluding male characters,By showing a man openly supporting a mentally ill spouse,D,,jamb|2025,past-question,active
LIT-0086,JAMB,Literature,Drama,Antony and Cleopatra,medium,2025,,"Cleopatra (to her attendants): ""Give me my robe, put on my crown; I have Immortal longings in me: now no more The juice of Egypt's grape shall moist this lip..."" Which thematic concern is most evident in this speech?",,Death as transcendence,Political ambition,Female solidarity,Rebellion,A,,jamb|2025,past-question,active
LIT-0087,JAMB,Literature,Prose,Redemption Road,medium,2025,,This question is based on Redemption Road. Why is Bendu's abandonment of her child in the Duluma camp significant?,,It highlights her rejection of Cobra's authority,It exposes her lack of maternal instinct,It dramatizes the horrors of war on motherhood and memory,It foreshadows her suicide,C,,jamb|2025,past-question,active
LIT-0088,JAMB,Literature,Prose,The Victims (Isidore Okpewho),medium,2025,,"This question is based on General Literature Principles and Literary Appreciation. 'A slight breeze murmured in the air. Grasses swayed as if in resentment. Over in the horizon, just beneath the spectrum of the ascending sun, horizontal brands of red cloud hung menacingly above the tips of the trees and morning air smelled of burnt clay.' The Victims by Isidore Okpewho. Effect in the above passage is achieved through the use of",,detailed description,adequate punctuation,visual images,subdued tone,C,,jamb|2025,past-question,active
LIT-0089,JAMB,Literature,Poetry,Poem: The Stone,medium,2025,,This question is based on The Stone. The stone in the poem is primarily a symbol of:,,Emotional detachment,Industrial progress,Wealth and prestige,Memory and permanence,D,,jamb|2025,past-question,active
LIT-0090,JAMB,Literature,Prose,So the Path Does Not Die,medium,2025,,"This question is based on So the Path Does Not Die. Fina's insistence on supporting her sister Isa, despite Cammy's protest, stems from:",,African communal values,Political ideology,Feminist ideology,Religious guilt,A,,jamb|2025,past-question,active
LIT-0091,JAMB,Literature,Drama,The Marriage of Anansewa,medium,2025,,This question is based on The Marriage of Anansewa. Where is the play primarily set?,,Ananse's home and its surroundings,Kumasi,A palace in the North,Accra,A,,jamb|2025,past-question,active
LIT-0092,JAMB,Literature,Poetry,Poem: Song of Lawino (Okot p'Bitek),medium,2025,,"This question is based on General Literature Principles and Literary Appreciation. 'Ocol rejects the old type. He is in love with a modern woman He is in love with a beautiful girl Who speaks English.' Okot p'Bitek, 'Song of Lawino'. The writer of the lines above",,appraises people who speak English,shuns the old type of woman,ridicules Ocol's value judgment,is critical of the modern woman,C,,jamb|2025,past-question,active
LIT-0093,JAMB,Literature,Prose,Path of Lucas: The Journey He Endured,medium,2025,,This question is based on Path of Lucas. Which best reflects Lucas's leadership style within his family?,,Authoritarian and strict,Quiet and emotional,Passive-aggressive,Detached and independent,B,,jamb|2025,past-question,active
LIT-0094,JAMB,Literature,Poetry,Poem: New Tongue,medium,2025,,This question is based on New Tongue. What does the poem suggest about memory and the past?,,That the past should be rewritten,That the past is a burden,That the past holds identity and should not be erased,That memory is irrelevant to progress,C,,jamb|2025,past-question,active
LIT-0095,JAMB,Literature,Literary Devices/Terminology,,medium,2025,,This question is based on General Literature Principles and Literary Appreciation. Comic relief is,,a device used in the theatre where a play ends in marriage,the use of humorous characters speeches or scenes in a tragic work,the use of hearty and wholesome laughter in plays,a figure of speech used in comic theatre,B,,jamb|2025,past-question,active
LIT-0096,JAMB,Literature,Drama,Antony and Cleopatra,medium,2025,,"This question is based on Antony and Cleopatra. Enobarbus: ""I am alone the villain of the earth, And feel I am so most. O Antony, Thou mine of bounty, how wouldst thou have paid My better service, when my turpitude Thou dost so crown with gold!"" What emotion primarily drives Enobarbus in this speech?",,Pride,Gratitude,Revenge,Guilt,D,,jamb|2025,past-question,active
LIT-0097,JAMB,Literature,Literary Devices/Terminology,,medium,2025,,This question is based on General Literature Principles and Literary Appreciation. The technique used in bringing the plot of a play to an abrupt end is called:,,denouement,deus ex machina,startnote,endnote,B,,jamb|2025,past-question,active
LIT-0098,JAMB,Literature,Literary Devices/Terminology,,medium,2025,,"This question is based on General Literature Principles and Literary Appreciation. When a story is told in a song and passed down by word of mouth, it is called:",,a singer's story,an epic,a ballad,a sonnet,C,,jamb|2025,past-question,active
LIT-0099,JAMB,Literature,Poetry,Poem: The Breasts of the Sea,medium,2025,,"This question is based on The Breasts of the Sea. ""Fractured chela"" refers to:",,A delicate remnant of the past,A part of the coelacanth,An extinct marine species,A broken memory,A,,jamb|2025,past-question,active
LIT-0100,JAMB,Literature,Drama,The Marriage of Anansewa,medium,2025,,This question is based on The Marriage of Anansewa. What style of performance influences the structure of the play?,,Classical tragedy,Realism,Anansesem,Epic theatre,C,,jamb|2025,past-question,active
LIT-0101,JAMB,Literature,Poetry,The Nun's Priest's Tale (Chaucer),medium,2025,,This question is based on The Nun's Priest's Tale. What is the fox's primary strategy in catching Chanticleer?,,Magic,Threat,Bribery,Flattery,D,,jamb|2025,past-question,active
LIT-0102,JAMB,Literature,Poetry,Poem: The Telephone Call (Fleur Adcock),medium,2025,,"This question is based on The Telephone Call. What does the phrase ""We don't deal in money. Experiences are what we deal in"" represent?",,A contradiction,A tautology,A euphemism,A metaphor,C,,jamb|2025,past-question,active
LIT-0103,JAMB,Literature,Prose,So the Path Does Not Die,medium,2025,,This question is based on So the Path Does Not Die. Which action by Amadu is viewed as a cultural sacrilege?,,Allowing his daughter to go to school.,Marrying a woman from another tribe.,Becoming a construction worker.,Entering the Fafei to stop Fina's circumcision.,D,,jamb|2025,past-question,active
LIT-0104,JAMB,Literature,Poetry,Poem: Once Upon a Time,medium,2025,,"This question is based on Once Upon a Time. The line ""like a fixed portrait smile"" suggests that the speaker's smile is—",,Rigid and artificial,Genuine and emotional,Artistic and creative,Changing constantly,A,,jamb|2025,past-question,active
LIT-0105,JAMB,Literature,Drama,Antony and Cleopatra,medium,2025,,"This question is based on Antony and Cleopatra. Cleopatra: ""O, wither'd is the garland of the war, The soldier's pole is fall'n: young boys and girls Are level now with men; the odds is gone, And there is nothing left remarkable Beneath the visiting moon."" What is Cleopatra lamenting in this passage?",,The fall of Rome,The destruction of her kingdom,The death of her son,The death of Antony,D,,jamb|2025,past-question,active
LIT-0106,JAMB,Literature,Prose,So the Path Does Not Die,medium,2025,,This question is based on So the Path Does Not Die. The abandonment of Musudugu by many women before Kumba Kargbo's birth reflects:,,The psychological cost of isolation,Weakness in the social fabric,Patriarchal encroachment,The flexibility of tradition,B,,jamb|2025,past-question,active
LIT-0107,JAMB,Literature,Prose,Redemption Road,medium,2025,,This question is based on Redemption Road. How does the novel critique the role of international aid in post-conflict settings?,,By showing PIP's limitations despite noble intent,By advocating total reliance on foreign assistance,By depicting PIP as corrupt,By avoiding mention of external support,A,,jamb|2025,past-question,active
LIT-0108,JAMB,Literature,Drama,Antony and Cleopatra,medium,2025,,"This question is based on Antony and Cleopatra. Which character says: ""The nature of bad news infects the teller.""",,Antony,Cleopatra,Enobarbus,A messenger,D,,jamb|2025,past-question,active
LIT-0109,JAMB,Literature,Poetry,Poem: Hymn to God My God (John Donne),medium,2025,,"This question is based on General Literature Principles and Literary Appreciation. 'SINCE I am coming to that Holy roome, Where, with thy Quire of Saints for evermore I shall be made thy Musique; As I come I tune the Instrument here at the dore, And what I must doe then, thinke here before.' John Donne, 'Hymn to God my God'. In the stanza above, the poet recognizes that",,there is music in heaven,God is his creator,he is near his death,he is a choir master,C,,jamb|2025,past-question,active
LIT-0110,JAMB,Literature,Literary Devices/Terminology,,medium,2025,,This question is based on General Literature Principles and Literary Appreciation. A melodramatic play is based on:,,sensational plot and characters,a melodious manipulation of events,ingredients that mellow down events,the playwright's didactic overtones,A,,jamb|2025,past-question,active
