question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
GEO-0072,JAMB,Geography,Physical Geography,Earth Movements,medium,2025,,The sun is overhead at the tropic of Capricorn on,,June 21,December 22,September 23,March 21,B,,jamb|2025,past-question,active
GEO-0073,JAMB,Geography,Map Reading,Contour Lines,medium,2025,,What is the highest contour line in the mapped area?,,400 metres,600 metres,500 metres,300 metres,A,,jamb|2025,past-question,active
GEO-0074,JAMB,Geography,Map Reading,Scale,medium,2025,,The scale of the map in representative fraction (RF) is,,"1:100,000","1:50,000","1:25,000","1:200,000",B,,jamb|2025,past-question,active
GEO-0075,JAMB,Geography,Economic Geography,Mineral Resources,easy,2025,,An example fossil fuel is,,coal,clay,granite,sandstone,A,,jamb|2025,past-question,active
GEO-0076,JAMB,Geography,Climate,Rainfall (Climate Graph),medium,2025,,Which month in the station has the highest rainfall?,,July,September,January,October,D,,jamb|2025,past-question,active
GEO-0077,JAMB,Geography,Climate,Rainfall (Climate Graph),medium,2025,,What is the annual rainfall for station X?,,1160 mm,1461 mm,1504 mm,1511 mm,D,,jamb|2025,past-question,active
GEO-0078,JAMB,Geography,Climate,Temperature (Climate Graph),medium,2025,,Calculate the range of temperature for the station,,5°C,12°C,14°C,2°C,C,,jamb|2025,past-question,active
GEO-0079,JAMB,Geography,Climate,Rainfall (Climate Graph),medium,2025,,Which of the following statements is true about rainfall in station X?,,the rainfall in the station is uniformly distributed over the months,rainfall mainly falls in winter,the rainfall duration is six months,the station has a double maximum rainfall,D,,jamb|2025,past-question,active
GEO-0080,JAMB,Geography,Regional Geography of Nigeria/West Africa,Africa Latitude/Longitude,medium,2025,,"The longitude, which almost bisects Africa into two equal halves, east and west, is longitude",,20°E,20°W,40°E,40°W,A,,jamb|2025,past-question,active
GEO-0081,JAMB,Geography,Physical Geography,Desert Landforms,medium,2025,,Which of the following pairs of landforms are of desert origin,,yardangs and batholiths,zeugens and inselbergs,barchans and tombolos,sandbars and tombolos,B,,jamb|2025,past-question,active
GEO-0082,JAMB,Geography,Climate,Fog Formation,medium,2025,,A fog is most likely to develop when a,,warm moist wind blows over a cold current,"cold, dry winds blows over a warm current",warm moist wind blows over a warm current,"warm, dry winds blows over a cold current",A,,jamb|2025,past-question,active
