question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
GOV-0093,JAMB,Government,Nigerian Government/Politics,Military Rule,medium,2025,,The Nigerian military cited which of the reasons for taking over the government in the country?,,poor funding of military operations and a lack of allocation,mismanagement of public funds by the elected political leaders,intervention of foreign nations in Nigeria's politics and public fund,lack of credible political leaders and political party system,B,,jamb|2025,past-question,active
GOV-0094,JAMB,Government,Political Concepts/Theory,Organs of Government,medium,2025,,Adjudication is the primary responsibility of the,,legislature,politics,executive,judiciary,D,,jamb|2025,past-question,active
GOV-0095,JAMB,Government,Political Concepts/Theory,Economic/Political Systems,medium,2025,,Which of the following promotes private ownership of properties?,,Communalism,Socialism,Feudalism,Capitalism,D,,jamb|2025,past-question,active
GOV-0096,JAMB,Government,International Relations,Foreign Policy,medium,2025,,The fundamental objective guiding a nation's foreign policy is,,national interest,colonial interest,foreign interest,African interest,A,,jamb|2025,past-question,active
GOV-0097,JAMB,Government,Nigerian Government/Politics,Traditional/Pre-colonial Institutions,medium,2025,,"The maintenance of peace, order and cleanliness in Igbo society was a function of",,title holders,council of elders,age grades,village assembly,C,,jamb|2025,past-question,active
GOV-0098,JAMB,Government,Local Government,Legislation,medium,2025,,A law made by local government and public corporation and empowered by an Act of Parliament is,,Edict,Bye-laws,Public Bills,Private Bills,B,,jamb|2025,past-question,active
GOV-0099,JAMB,Government,Nigerian Government/Politics,Party System History,medium,2025,,The party system that was operational in Nigeria under the aborted Third Republic was the,,Zero party system,One party system,multi-party system,two-party system,D,,jamb|2025,past-question,active
GOV-0100,JAMB,Government,Constitutional Government,Federalism,medium,2025,,Decentralisation of power is a feature of a,,Unitary state,Confederal state,Parliamentary state,Federal state,D,,jamb|2025,past-question,active
GOV-0101,JAMB,Government,Constitutional Government,Constitution Types,medium,2025,,Written constitutions are always,,unwritten,rigid,pliable,flexible,B,,jamb|2025,past-question,active
GOV-0102,JAMB,Government,Nigerian Government/Politics,Civil Service,medium,2025,,A permanent civil service,,makes civil servants arrogant,promote ethnic domination,makes continuity of government possible,undermines the authority of government,C,,jamb|2025,past-question,active
GOV-0103,JAMB,Government,Political Concepts/Theory,State,medium,2025,,A politically independent nation is referred to as a,,territory,state,society,community,B,,jamb|2025,past-question,active
GOV-0104,JAMB,Government,Local Government,Local Government Reforms,medium,2025,,"Before the 1976 reforms, local government administration in Nigeria was characterised by",,high centralisation,democratic elections,standardised structures,autonomy in decision making,A,,jamb|2025,past-question,active
GOV-0105,JAMB,Government,Nigerian Government/Politics,Nationalist Movement,medium,2025,,One of the gains of the nationalist struggles in Nigeria was,,return of the ex-servicemen,independence of Ghana,problems of regionalism,formation of political party,D,,jamb|2025,past-question,active
GOV-0106,JAMB,Government,Nigerian Government/Politics,Traditional/Pre-colonial Institutions,medium,2025,,The minister of defence in Hausa pre-colonial political system is,,Galadima,Sarkin pawa,Madawaki,Dogari,C,,jamb|2025,past-question,active
GOV-0107,JAMB,Government,Political Concepts/Theory,Democracy,medium,2025,,"A type of government defined by equal representation, credible elections and the sanctity of the ballot box is",,Oligarchy,Aristocracy,Republicanism,Democracy,D,,jamb|2025,past-question,active
GOV-0108,JAMB,Government,Constitutional Government,Republican Constitution 1963,medium,2025,,A remarkable feature of the Republican Constitution was the,,The president was the head of government,The prime minister also performs ceremonial functions,Privy Court was the final court of arbiter,The queen ceased to be the Head of State,D,,jamb|2025,past-question,active
GOV-0109,JAMB,Government,International Relations,Foreign Policy,medium,2025,,The declaration of Africa as the centrepiece of Nigeria's foreign policy could be traced back to the administration of,,Tafawa Balewa,Shehu Shagari,Buhari and Idiagbon,Yakubu Gowon,A,,jamb|2025,past-question,active
GOV-0110,JAMB,Government,Nigerian Government/Politics,Public Corporations,medium,2025,,Public corporations unlike private enterprises,,curtail competition,make profit,provide essential services,prevent private investors,C,,jamb|2025,past-question,active
GOV-0111,JAMB,Government,International Relations,OPEC,medium,2025,,OPEC was formed by some oil producing nations in,,1966,1960,1959,1950,B,,jamb|2025,past-question,active
GOV-0112,JAMB,Government,Constitutional Government,Colonial Constitutions,medium,2025,,The constitution that allowed forty-six legislative members was the,,Lyttleton Constitution,Clifford Constitution,Macpherson Constitution,Richard Constitution,B,,jamb|2025,past-question,active
GOV-0113,JAMB,Government,Nigerian Government/Politics,Public Complaints Commission,medium,2025,,OMBUDSMAN is usually used to represent,,Code of Conduct Bureau,Agency for Human Rights,Public Complaints Commission,SERVICOM,C,,jamb|2025,past-question,active
