question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
PHY-0072,JAMB,Physics,Electricity,Electric Fields,medium,2025,,At what distance from a \(1.2\times10^{-7}\text{C}\) point charge will the electric field intensity be equal to \(4.8\times10^{-4}\text{NC}^{-1}\)? \(\left[\text{Take } \frac{1}{4\pi\varepsilon_0} = 9.0\times10^{9}\right]\),,\(1.5\text{Km}\),\(3.0\text{Km}\),\(2.0\text{Km}\),\(4.5\text{Km}\),A,,jamb|2025,past-question,active
PHY-0073,JAMB,Physics,Mechanics,Simple Harmonic Motion,medium,2025,,"Using the oscillating simple pendulum above, the maximum kinetic energy is obtained at",,Q,S,R,P,A,,jamb|2025,past-question,active
PHY-0074,JAMB,Physics,General Physics,Atmospheric Phenomena,easy,2025,,A collection of condensed suspended dust particles in the air constitute,,Cloud,Fog,Mist,Rain,B,,jamb|2025,past-question,active
PHY-0075,JAMB,Physics,Mechanics,Momentum and Impulse,medium,2025,,"A body is moving initially at \(4\text{m/s}\). If its impulse after accelerating at \(5\text{m/s}^2\) for \(2\text{s}\) is \(60\text{Kgms}^{-1}\), what is its mass?",,\(3\text{Kg}\),\(4\text{Kg}\),\(6\text{Kg}\),\(5\text{Kg}\),C,,jamb|2025,past-question,active
PHY-0076,JAMB,Physics,Heat/Thermodynamics,Thermal Expansion,medium,2025,,A bore made in an aluminium block at \(34^\circ\text{C}\) is \(3.48\text{cm}^3\). What is the new bore when the temperature was raised to \(340^\circ\text{C}\)? \([\alpha_a = 24\times10^{-6}\text{K}^{-1}]\),,\(4.14\text{cm}^3\),\(3.83\text{cm}^3\),\(3.56\text{cm}^3\),\(3.24\text{cm}^3\),C,,jamb|2025,past-question,active
PHY-0077,JAMB,Physics,Optics,Defects of Vision,medium,2025,,A short-sighted person's far point is \(95\text{cm}\). The defect can be corrected using,,diverging mirror of focal length \(95\text{cm}\),plano-convex lens of focal length \(90\text{cm}\),diverging lens of focal length \(95\text{cm}\),converging lens of focal length \(95\text{cm}\),C,,jamb|2025,past-question,active
PHY-0078,JAMB,Physics,Electricity,Electrical Energy and Power,medium,2025,,"A refrigerator uses \(150\text{W}\). If it is kept on for \(336\) hours nonstop, what is the energy consumed in \(\text{kWh}\)?",,\(60.20\text{kWh}\),\(25.01\text{kWh}\),\(50.40\text{kWh}\),\(30.20\text{kWh}\),C,,jamb|2025,past-question,active
PHY-0079,JAMB,Physics,Magnetism,Magnetic Shielding,easy,2025,,The commonly used material for shielding or screening magnetism is,,Aluminium,Brass,Soft iron,Copper,C,,jamb|2025,past-question,active
PHY-0080,JAMB,Physics,Modern Physics,Radioactivity,easy,2025,,One of the following is not a radiation detector,,Electrophorus,Scintillation chamber,Geiger-Muller counter,Film badge,A,,jamb|2025,past-question,active
PHY-0081,JAMB,Physics,Electricity,Cells and Batteries,easy,2025,,What is the electrolyte used in a wet Leclanche cell?,,Nickel hydroxide,Lead dioxide,Ammonium chloride,Carbon,C,,jamb|2025,past-question,active
PHY-0082,JAMB,Physics,Electricity,Electromagnetic Induction,easy,2025,,"In electromagnetic induction, the generated electricity is actually a voltage called",,Induced emf,Eddy current,Inductor voltage,Watts,A,,jamb|2025,past-question,active
PHY-0083,JAMB,Physics,General Physics,Units and Dimensions,easy,2025,,Which of the following is a basic unit?,,Joule,Volt,Ohm,Ampere,D,,jamb|2025,past-question,active
PHY-0084,JAMB,Physics,Mechanics,Newton's Laws and Upthrust,medium,2025,,The acceleration of the body given above (upthrust = \(10\text{N}\)) is,,\(10.0\text{m/s}^2\),\(20.0\text{m/s}^2\),\(7.5\text{m/s}^2\),\(6.8\text{m/s}^2\),C,,jamb|2025,past-question,active
PHY-0085,JAMB,Physics,Waves,Wave Properties,easy,2025,,The distance between two successive trough points of a wave is,,two wavelengths,a wavelength,one-third wavelength,half a wavelength,B,,jamb|2025,past-question,active
PHY-0086,JAMB,Physics,Optics,Electromagnetic Spectrum,easy,2025,,What colour has the lowest frequency in the spectrum of white light?,,Red,Yellow,Indigo,Blue,A,,jamb|2025,past-question,active
PHY-0087,JAMB,Physics,Optics,Multiple Reflection,hard,2025,,"If \(10\) objects (tinsels) are placed between the mirrors of a kaleidoscope with an inclination of \(30^\circ\), how many images are formed?",,\(110\),\(181\),\(142\),\(210\),A,,jamb|2025,past-question,active
PHY-0088,JAMB,Physics,Electricity,Capacitance,medium,2025,,"When capacitors are connected in series across a potential difference, there is a loss in their stored energy because",,of an increase in the internal resistance of the voltage,unequal charges are deposited on the capacitors,a charge flows between the capacitors,of a decrease in the overall capacitance of the capacitors,D,,jamb|2025,past-question,active
PHY-0089,JAMB,Physics,Electricity,Cells in Parallel Circuits,medium,2025,,"Two identical cells, each of emf \(1.5\text{V}\) and internal resistance \(1\,\Omega\), are connected in parallel to supply current to a \(2\,\Omega\) resistor. What is the total current?",,\(0.8\text{A}\),\(1.0\text{A}\),\(0.4\text{A}\),\(0.6\text{A}\),D,"Equivalent emf \(E_{eq} = 1.5\text{V}\) (same as a single cell). Equivalent internal resistance \(r_{eq} = \frac{1}{2} = 0.5\,\Omega\) (parallel). Total resistance \(R_{total} = r_{eq} + 2 = 2.5\,\Omega\). Current \(I = \frac{E_{eq}}{R_{total}} = \frac{1.5}{2.5} = 0.6\text{A}\).",jamb|2025,past-question,active
PHY-0090,JAMB,Physics,Optics,The Human Eye,easy,2025,,The focal length of the natural eye lens is variable due to the action of the,,Optical fluid,Ciliary muscle,Vitreous humour,Retina nerves,B,,jamb|2025,past-question,active
PHY-0091,JAMB,Physics,General Physics,Astronomy (Eclipses),easy,2025,,An annular eclipse is formed when,,"the Sun, Moon, and Earth come in a straight line","one of the Sun, Moon, and Earth is not visible",two or more stars gather together,the Earth comes between the Moon and the Sun,A,,jamb|2025,past-question,active
PHY-0092,JAMB,Physics,Electricity,Electrostatics,medium,2025,,"If a positively charged rod is brought close to the cap in the diagram above, the divergence",,is unchanged,increases,decreases,collapses,B,,jamb|2025,past-question,active
PHY-0093,JAMB,Physics,Mechanics,Gravitation,medium,2025,,"If the weight of an object on the Earth's surface is \(2.5\times10^3\text{N}\), what is its weight on the Moon's surface if the gravitational force of the Moon is one-sixth of the Earth's? \((g = 10\text{m/s}^{-2})\)",,\(360.87\text{N}\),\(416.67\text{N}\),\(214.49\text{N}\),\(510.79\text{N}\),B,,jamb|2025,past-question,active
PHY-0094,JAMB,Physics,Mechanics,Fluid Friction,easy,2025,,A boat or airplane has a pointed front or head. This is to,,reduce the friction of the fluid,enable it to stop at any time,increase the friction of the fluid,look good,A,,jamb|2025,past-question,active
PHY-0095,JAMB,Physics,Heat/Thermodynamics,Gas Laws,medium,2025,,A gas is cooled at constant pressure from \(57^\circ\text{C}\) and observed to shrink to one-fifth \(\left(\frac{1}{5}\right)\) of its original volume of \(2.00\text{cm}^3\). Find its new temperature.,,\(-150^\circ\text{C}\),\(-207^\circ\text{C}\),\(-195^\circ\text{C}\),\(-200^\circ\text{C}\),B,,jamb|2025,past-question,active
PHY-0096,JAMB,Physics,Mechanics,Gravitation,medium,2025,,"The gravitational force between two masses, P and Q, is \(10\text{N}\). Find the new value of the force if both masses are doubled.",,\(40.0\text{N}\),\(20.0\text{N}\),\(10.0\text{N}\),\(2.5\text{N}\),A,,jamb|2025,past-question,active
PHY-0097,JAMB,Physics,Mechanics,Simple Harmonic Motion,hard,2025,,"If the length of a simple pendulum is \(120\text{cm}\), calculate its frequency. \(\left[\pi = \frac{22}{7},\ g = 10\text{ms}^{-2}\right]\)",,\(2.8\text{Hz}\),\(1.2\text{Hz}\),\(12\text{Hz}\),\(0.5\text{Hz}\),D,,jamb|2025,past-question,active
PHY-0098,JAMB,Physics,Mechanics,Motion Graphs,medium,2025,,"From the above graph, what is the distance covered in the last stage of the motion?",,\(56\text{m}\),\(24\text{m}\),\(140\text{m}\),\(46\text{m}\),B,,jamb|2025,past-question,active
PHY-0099,JAMB,Physics,Electricity,Cells in Circuits,medium,2025,,"Assuming \(E_1\), \(E_2\), and \(E_3\) are equal, then the total e.m.f of the arrangement will be given by",,\(\frac{1}{E} = \left(\frac{1}{E_1} + \frac{1}{E_2}\right) + E_3\),\(E = E_1 + E_2 + E_3\),\(\frac{1}{E} = \frac{1}{E_1} + \frac{1}{E_2} + \frac{1}{E_3}\),\(E = E_1 = E_2 = E_3\),D,,jamb|2025,past-question,active
PHY-0100,JAMB,Physics,Optics,Refraction,medium,2025,,"Given that \(SQ = 10\text{cm}\) and \(SR = 6\text{cm}\), the refractive index of the block of glass shown in the above figure is",,\(1.67\),\(0.60\),\(0.30\),\(2.33\),A,,jamb|2025,past-question,active
PHY-0101,JAMB,Physics,Waves,Wave Properties,easy,2025,,Water waves and light waves differ generally in their,,ability to be diffracted,ability to be reflected,direction of vibration,medium of propagation,D,,jamb|2025,past-question,active
PHY-0102,JAMB,Physics,Magnetism,Demagnetization,easy,2025,,A method of demagnetization is,,placing the magnetic bar in a solenoid,double-stroking the magnet with a soft iron in the N-S direction,heating a magnetic bar red hot and allowing it to cool in the E-W direction,hammering the magnetic bar repeatedly in the N-S direction,C,,jamb|2025,past-question,active
PHY-0103,JAMB,Physics,Electricity,Power in Circuits,medium,2025,,The electrical power developed in the resistor above is,,\(8\text{W}\),\(64\text{W}\),\(128\text{W}\),\(256\text{W}\),C,,jamb|2025,past-question,active
PHY-0104,JAMB,Physics,Mechanics,Elastic Potential Energy,hard,2025,,"When a spiral spring is compressed by an external force of \(200\text{N}\), it stores \(0.16\text{J}\) of energy. What amount of energy will it store when compressed by an external force of \(700\text{N}\)?",,\(1.12\text{J}\),\(0.48\text{J}\),\(1.96\text{J}\),\(0.84\text{J}\),C,,jamb|2025,past-question,active
PHY-0105,JAMB,Physics,Mechanics,Friction,medium,2025,,A block with an initial speed of \(10\text{m/s}\) slides on a horizontal surface and comes to rest after travelling a distance of \(25\text{m}\). What is the coefficient of kinetic friction between the block and the surface? (Take \(g = 9.8\text{m/s}^2\)),,\(0.1\),\(0.3\),\(0.2\),\(0.5\),C,,jamb|2025,past-question,active
PHY-0106,JAMB,Physics,Modern Physics,Lasers,easy,2025,,Which light source operates primarily based on stimulated emission of radiation?,,Laser,Fluorescent lamp,LED,Incandescent bulb,A,,jamb|2025,past-question,active
