question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
PHY-0021,JAMB,Physics,Heat/Thermodynamics,Gas Laws,easy,2025,,"For a gas, which pair of variables is inversely proportional to each other (provided other conditions are constant), where \(P\) = pressure, \(T\) = temperature, \(V\) = volume, and \(n\) = number of molecules?",,"\(P, T\)","\(P, V\)","\(n, P\)","\(V, T\)",B,,jamb|2025,past-question,active
PHY-0022,JAMB,Physics,Mechanics,"Work, Energy and Power",easy,2025,,A boy uses a single string pulley system to lift a mass of \(20\text{kg}\) moving with a velocity of \(5\text{ms}^{-1}\). What is the power developed by the boy if \(g=10\text{ms}^{-2}\)?,,\(100\text{W}\),\(1000\text{W}\),\(250\text{W}\),\(40\text{W}\),B,,jamb|2025,past-question,active
PHY-0023,JAMB,Physics,Heat/Thermodynamics,Calorimetry,hard,2025,,"Without considering the containing vessel, what mass of boiled water can raise the temperature of \(8\text{kg}\) of water from \(25^\circ\text{C}\) to \(60^\circ\text{C}\) when mixed in a heat-proof container?",,\(10\text{kg}\),\(7\text{kg}\),\(5\text{kg}\),\(6\text{kg}\),B,,jamb|2025,past-question,active
PHY-0024,JAMB,Physics,Heat/Thermodynamics,Thermal Conductivity,easy,2025,,Which of the following has the least thermal conductivity?,,air,ash,glass,water,A,,jamb|2025,past-question,active
PHY-0025,JAMB,Physics,Heat/Thermodynamics,Latent Heat,hard,2025,,"\(5400\text{kJ}\) of heat energy was lost when some amount of steam condensed to water for drinking purposes at \(15^\circ\text{C}\). What is the quantity of water collected? [\(L_f = 2.26\times10^6\text{Jkg}^{-1}\), \(c_w = 4200\text{Jkg}^{-1}\text{K}^{-1}\)]",,\(0.95\text{kg}\),\(8.24\text{kg}\),\(1.84\text{kg}\),\(2.06\text{kg}\),D,,jamb|2025,past-question,active
PHY-0026,JAMB,Physics,Modern Physics,Semiconductors,easy,2025,,Charge carriers in doped semiconductors are,,electrons and protons,electrons and neutrons,anions and cations,electrons and holes,D,,jamb|2025,past-question,active
PHY-0027,JAMB,Physics,Optics,Refraction/Critical Angle,medium,2025,,"If the critical angle for a glass–air boundary is \(45^\circ\), what is the refractive index of the glass?",,\(\sqrt{2}\),\(\sqrt{5}\),\(\sqrt{3}\),\(2\sqrt{2}\),A,,jamb|2025,past-question,active
PHY-0028,JAMB,Physics,Heat/Thermodynamics,Gas Laws,medium,2025,,The volume of a fixed mass of gas at \(0^\circ\text{C}\) is \(200\text{m}^3\). What is its volume at \(273^\circ\text{C}\) at constant pressure?,,\(100\text{m}^3\),\(400\text{m}^3\),\(800\text{m}^3\),\(200\text{m}^3\),B,,jamb|2025,past-question,active
PHY-0029,JAMB,Physics,Magnetism,Electromagnetic Devices,easy,2025,,The device that operates using the magnetic effect of electric current is,,Rheostat,Thermostat,Electric bell,Carbon microphone,C,,jamb|2025,past-question,active
PHY-0030,JAMB,Physics,Modern Physics,Radioactivity,medium,2025,,Calculate the decay constant of a radioactive isotope of half-life \(138.5\text{s}\).,,\(5.0\times10^{-3}\text{s}^{-1}\),\(5.1\times10^{-3}\text{s}^{-1}\),\(4.9\times10^{-3}\text{s}^{-1}\),\(5.2\times10^{-3}\text{s}^{-1}\),A,,jamb|2025,past-question,active
PHY-0031,JAMB,Physics,Heat/Thermodynamics,Electrical Heating,hard,2025,,How long will it take to heat \(4\text{kg}\) of water from \(30^\circ\text{C}\) to \(65^\circ\text{C}\) using an electric kettle taking \(5\text{A}\) from a \(240\text{V}\) supply? (Specific heat capacity of water = \(4200\text{Jkg}^{-1}\text{K}^{-1}\)),,\(160\text{s}\),\(245\text{s}\),\(490\text{s}\),\(150\text{s}\),C,,jamb|2025,past-question,active
PHY-0032,JAMB,Physics,Mechanics,Moments and Equilibrium,hard,2025,,The figure shows a uniform metre rule of weight \(100\text{N}\) balanced by a knife edge at the \(10\text{cm}\) mark and a cord attached at the \(85\text{cm}\) mark. What is the tension in the string?,,\(23.62\text{N}\),\(53.33\text{N}\),\(35.74\text{N}\),\(78.68\text{N}\),B,,jamb|2025,past-question,active
PHY-0033,JAMB,Physics,General Physics,Energy,easy,2025,,What form of energy is present in the food we eat?,,Kinetic,Mechanical,Potential,Chemical,D,,jamb|2025,past-question,active
PHY-0034,JAMB,Physics,Electricity,Electromagnetic Induction,medium,2025,,What magnitude of electric current can store \(2.5\text{J}\) of energy in a \(3\text{H}\) induction coil?,,\(1.29\text{A}\),\(2.48\text{A}\),\(5.00\text{A}\),\(3.66\text{A}\),A,,jamb|2025,past-question,active
PHY-0035,JAMB,Physics,Mechanics,Machines,easy,2025,,"A machine has an efficiency of \(80\%\). If the input work is \(200\text{J}\), the output work is?",,\(250\text{J}\),\(160\text{J}\),\(120\text{J}\),\(100\text{J}\),B,,jamb|2025,past-question,active
PHY-0036,JAMB,Physics,Mechanics,Floatation,medium,2025,,A wooden block of relative density \(0.4\) floats in a liquid of density \(1600\text{kg m}^{-3}\). What fraction of its volume is immersed?,,0.15,0.10,0.25,0.20,C,,jamb|2025,past-question,active
PHY-0037,JAMB,Physics,Waves,Sound,easy,2025,,Lining the walls of an auditorium with perforated materials reduces,,reverberation,diffraction,refraction,auditorium pulse,A,,jamb|2025,past-question,active
PHY-0038,JAMB,Physics,Mechanics,Floatation,easy,2025,,"If an object sinks in water, it means that",,Its density is greater than that of water,upthrust equals its weight,its density is less than that of water,water pressure is greater than its weight,A,,jamb|2025,past-question,active
PHY-0039,JAMB,Physics,Heat/Thermodynamics,Thermal Conduction,medium,2025,,"A well-lagged thin metal rod of length \(0.2\text{m}\) has a temperature gradient of \(416\text{K m}^{-1}\). If one end is at \(233^\circ\text{C}\), what is the temperature at the other end?",,\(141.20^\circ\text{C}\),\(257.48^\circ\text{C}\),\(408.60^\circ\text{C}\),\(316.28^\circ\text{C}\),D,,jamb|2025,past-question,active
PHY-0040,JAMB,Physics,Heat/Thermodynamics,Kinetic Theory,easy,2025,,The movement of particles in liquids and gases is referred to as,,Translational motion,Isobaric process,Brownian motion,Vibrational motion,C,,jamb|2025,past-question,active
PHY-0041,JAMB,Physics,Electricity,Electrolysis,medium,2025,,What mass of silver is deposited during electrolysis when a current of \(0.8\text{A}\) flows for \(25\) minutes?,,\(0.22\text{g}\),\(1.86\text{g}\),\(0.14\text{g}\),\(1.34\text{g}\),D,,jamb|2025,past-question,active
PHY-0042,JAMB,Physics,Heat/Thermodynamics,Heat Capacity,medium,2025,,The thermal capacity of a body depends on one of the following,,Quantity of heat,Temperature and mass,Nature and mass,"Mass, volume, and temperature",C,,jamb|2025,past-question,active
PHY-0043,JAMB,Physics,Heat/Thermodynamics,Ideal Gas Law,medium,2025,,What is the pressure exerted by \(4.5\text{m}^3\) of gas at \(17^\circ\text{C}\) in a cylinder if the number of moles is \(8.3\) moles? (\(R = 8.31\text{JK}^{-1}\text{mol}^{-1}\)),,\(3170\text{Pa}\),\(6740\text{Pa}\),\(2850\text{Pa}\),\(4445\text{Pa}\),D,,jamb|2025,past-question,active
PHY-0044,JAMB,Physics,Mechanics,Friction,easy,2025,,The tangential force acting on an object that opposes it from sliding freely on the adjacent surface is called,,Weight,Upthrust,Frictional force,Normal force,C,,jamb|2025,past-question,active
PHY-0045,JAMB,Physics,Magnetism,Magnetic Fields,easy,2025,,The point where no magnetic effect is felt around a magnet is,,near point,far point,Infinite point,Neutral point,D,,jamb|2025,past-question,active
PHY-0046,JAMB,Physics,Mechanics,Density/Specific Gravity,easy,2025,,"If the specific gravity of a liquid is \(0.76\), calculate its density (\(\rho_w = 1000\text{Kgm}^{-3}\))",,\(760\text{Kgm}^{-3}\),\(76\text{Kgm}^{-3}\),\(7.6\text{Kgm}^{-3}\),\(7600\text{Kgm}^{-3}\),A,,jamb|2025,past-question,active
PHY-0047,JAMB,Physics,Electricity,Electrolysis,medium,2025,,"Copper of \(0.2\text{g}\) and silver of \(1.2\text{g}\) are deposited when current is passed through copper and silver voltameter. Calculate the electrochemical equivalent, \(Z\) of silver if that of copper is \(0.00028\text{gC}^{-1}\)",,\(1.68\times10^{-3}\text{gC}^{-1}\),\(2.34\times10^{-3}\text{gC}^{-1}\),\(2.80\times10^{-3}\text{gC}^{-1}\),\(3.34\times10^{-3}\text{gC}^{-1}\),A,,jamb|2025,past-question,active
PHY-0048,JAMB,Physics,Heat/Thermodynamics,Heat Capacity,medium,2025,,Calculate the heat capacity of a material that absorbs \(48\text{KJ}\) of heat at a differential temperature of \(53^\circ\text{C}\),,\(760.8\text{JK}^{-1}\),\(2500\text{JK}^{-1}\),\(905.7\text{JK}^{-1}\),\(260.5\text{JK}^{-1}\),C,,jamb|2025,past-question,active
PHY-0049,JAMB,Physics,Waves,Electromagnetic Spectrum,easy,2025,,Which of the following electromagnetic spectra has the shortest wavelength?,,Ultra violet radiation,X - rays,Visible light,Infrared,B,,jamb|2025,past-question,active
PHY-0050,JAMB,Physics,Mechanics,Stress and Strain,medium,2025,,A wire of radius \(0.3\text{cm}\) is used to lift a block of \(1.5\text{kg}\). Calculate the stress introduced into the wire [take \(g = 10\text{m/s}^2\)],,\(53\times10^{-4}\text{Nm}^{-2}\),\(5.3\times10^{-4}\text{Nm}^{-2}\),\(53\times10^{4}\text{Nm}^{-2}\),\(5.3\times10^{4}\text{Nm}^{-2}\),C,,jamb|2025,past-question,active
PHY-0051,JAMB,Physics,Heat/Thermodynamics,Latent Heat,easy,2025,,The quantity of heat required to convert 5kg of ice at its melting point to water without a change of temperature is,,Heat capacity,specific latent heat of fusion,Specific heat capacity,Latent heat of fusion.,D,,jamb|2025,past-question,active
PHY-0052,JAMB,Physics,Electricity,Resistance Measurement,easy,2025,,Which of the following is better for measuring a very small resistance?,,Voltmeter,Wheatstone bridge,rheostat,Potentiometer,B,,jamb|2025,past-question,active
PHY-0053,JAMB,Physics,Electricity,AC Circuits,medium,2025,,"In an A.C circuit, the instantaneous current is \(7\text{A}\). What is the root mean square (r.m.s) value of the current \(I_{r.m.s}\)",,\(5\text{A}\),\(6\text{A}\),\(3\text{A}\),\(4\text{A}\),A,,jamb|2025,past-question,active
PHY-0054,JAMB,Physics,Optics,Refraction,medium,2025,,Calculate the depth of a swimming pool if the apparent depth is \(10\text{cm}\) (refractive index of water is \(1.33\)),,\(7.5\text{cm}\),\(10.0\text{cm}\),\(13.3\text{cm}\),\(6.87\text{cm}\),C,,jamb|2025,past-question,active
PHY-0055,JAMB,Physics,Magnetism,Magnetic Force,hard,2025,,"A \(5\mu\) positively charged particle is moving at \(45^\circ\) to the direction of magnetic field with \(3\times10^4\text{m/s}\) speed. If it experiences a force of \(6\text{N}\), what is the value of the flux density of the field?",,\(107.23\text{T}\),\(75.76\text{T}\),\(98.44\text{T}\),\(56.57\text{T}\),D,,jamb|2025,past-question,active
PHY-0056,JAMB,Physics,Mechanics,Dimensional Analysis,medium,2025,,The dimensional symbol of tension in a string is expressed as,,\(LT^{-2}\),\(M^2L^{-1}T^{-2}\),\(MLT^2\),\(MLT^{-2}\),D,,jamb|2025,past-question,active
PHY-0057,JAMB,Physics,Electricity,AC Circuits/Impedance,hard,2025,,"From the above circuit, calculate the impedance (\(\pi = \frac{22}{7}\), \(f = 50\text{Hz}\))",,"\(86.7\,\Omega\)","\(163.5\,\Omega\)","\(204.8\,\Omega\)","\(16.3\,\Omega\)",B,,jamb|2025,past-question,active
