question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
ENG-0173,JAMB,English,Cloze Test,UN Security Council,medium,2025,,It calls upon the _____ to a dispute to settle it by peaceful means.,,people,states,entity,parties,D,,jamb|2025,past-question,active
ENG-0174,JAMB,English,Cloze Test,UN Security Council,medium,2025,,It calls upon the parties to a dispute to settle it by peaceful means and recommends methods of adjustment or terms of _____.,,settlement,agreement,consent,condition,A,,jamb|2025,past-question,active
ENG-0175,JAMB,English,Cloze Test,UN Security Council,medium,2025,,"In some cases, the Security Council can resort to imposing _____ or even authorise the use of force to maintain or restore international peace and security.",,rules,sanctions,order,discipline,B,,jamb|2025,past-question,active
ENG-0176,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"This question is based on Kabir Alabi Garba's The Lekki Headmaster. The school nurse, Mrs Titi, fetched a handkerchief and offered it to him because",,she always went about with an extra handkerchief,"the Physics teacher, Pastor Ope Wande, had prayed over it",it was all she could do at the moment,she didn't have any drug immediately available,C,,jamb|2025,past-question,active
ENG-0177,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"This question is based on Kabir Alabi Garba's The Lekki Headmaster. ""Red-tapism is found everywhere"" means",,Excessive official formality is everywhere,Red tape worm is found everywhere,Red tapes are everywhere,Official formality is everywhere,A,,jamb|2025,past-question,active
ENG-0178,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"This question is based on Kabir Garba's The Lekki Headmaster. 'If you beat my height, you can't beat my eyes' is a statement by",,Audu,Ayesoro,Grace,Bepo,D,,jamb|2025,past-question,active
ENG-0179,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,This question is based on Kabir Garba's The Lekki Headmaster. How did Sola and her husband travel to London from Manchester every day?,,by rail,by road,by sea,by air,A,,jamb|2025,past-question,active
ENG-0180,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"""Yes….That is what you paid the extra amount for. If you had followed the normal channel, you would still be there with them."" To whom was this said?",,Bepo,Mrs Ladele,Tai,Mr Ogo,A,,jamb|2025,past-question,active
ENG-0181,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"""So, you have taken your madness to this level?"" Where was the statement made?",,In Bepo's house,At the airport,At Stardom School,At Beesway School,D,,jamb|2025,past-question,active
ENG-0182,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Bepo considered establishing a school because,,he considers it lucrative,his friends advised him to,his father was a headmaster,of his passion for education,D,,jamb|2025,past-question,active
ENG-0183,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Bibi's scream diverted Mrs Ladele's attention from a movie on,,socio-economic problems,politics,money ritual,infidelity in marriage,D,,jamb|2025,past-question,active
ENG-0184,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Bepo's retirement plan suggests that he was,,an unambitious man,an unreasonable man,a vain fellow,a thoughtful man,D,,jamb|2025,past-question,active
ENG-0185,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What did Bepo believe was crucial for success in the transportation business?,,Finding trustworthy drivers,Having money to bribe policemen,Finding expert drivers,Getting a quality vehicle,A,,jamb|2025,past-question,active
ENG-0186,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was the essence of open days at Stardom Schools?,,to allow students to rest,to subject teachers to tests,to update parents on academic activities,to give teachers an opportunity to relax,C,,jamb|2025,past-question,active
ENG-0187,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,One of the challenges faced in General Hospitals cited in the novel is,,large crowds,bad smell,theft,high costs,A,,jamb|2025,past-question,active
ENG-0188,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,The contestant for the position of a prefect must have spent … in the school.,,a session,three sessions,four sessions,two sessions,D,,jamb|2025,past-question,active
ENG-0189,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Bibi is always scared of Mr Ayesoro because of his,,stern look,maltreatment,constant abuse,tribal marks,D,,jamb|2025,past-question,active
ENG-0190,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"The stories of Nigerian migrants such as Sola, Hope, Riike and Akindele showed that, for those who have 'japa'",,it is the final goodbye to Nigeria,those still in Nigeria are wasting their time,life is not a bed of roses,there is no cause for alarm,C,,jamb|2025,past-question,active
ENG-0191,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why was the Government teacher named 'Owala'?,,he loved to sing,he had wild face marks,he was abusive,he had a compelling voice,B,,jamb|2025,past-question,active
ENG-0192,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,How did Stardom Schools curb late-coming?,,By reducing boarding fees,By publishing names of latecomers in the school magazine,Through severe punishment for latecomers,Through repeated meetings with parents,A,,jamb|2025,past-question,active
ENG-0193,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Bepo worked in Stardom for over,,two decades,three decades,five decades,one decade,A,,jamb|2025,past-question,active
ENG-0194,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What joke did Bepo tell his students concerning his big eyes?,,his big eyes will always catch whoever was cheating,he said the eyes were always open even when he slept,Bepo said he was also an eye-master,he said his mum ate an owl when she carried his pregnancy,A,,jamb|2025,past-question,active
ENG-0195,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"""It's like hanging a snake in the roof and going to bed"". Who made this statement in The Lekki Headmaster?",,The chairman,MD,Nurse,Principal,A,,jamb|2025,past-question,active
ENG-0196,JAMB,English,Grammar,Sentence Structure,medium,2025,,No sooner had Tobi left the house _____ it began to rain.,,since,that,than,when,C,,jamb|2025,past-question,active
ENG-0197,JAMB,English,Grammar,Subject-Verb Agreement,medium,2025,,What goes around _____ around.,,is coming,comes,came,come,B,,jamb|2025,past-question,active
ENG-0198,JAMB,English,Grammar,Tense,medium,2025,,The boy _____ the flute for about thirty minutes.,,was playing,has play,has been playing,has being playing,C,,jamb|2025,past-question,active
ENG-0199,JAMB,English,Grammar,Subject-Verb Agreement,medium,2025,,Each of the answers _____ correct.,,have been,were,is,are,C,,jamb|2025,past-question,active
ENG-0200,JAMB,English,Grammar,Subject-Verb Agreement,medium,2025,,Each of the reports _____ been carefully reviewed by the committee,,is,have,has,are,C,,jamb|2025,past-question,active
ENG-0201,JAMB,English,Lexis and Structure,Word Choice,medium,2025,,The _____ of armed robbery has been on the increase.,,accidence,accident,incident,incidence,D,,jamb|2025,past-question,active
ENG-0202,JAMB,English,Lexis and Structure,Word Choice,medium,2025,,The doctor _____ him to take his medicine regularly.,,adviced,advised,advise,advice,B,,jamb|2025,past-question,active
ENG-0203,JAMB,English,Lexis and Structure,Word Choice,medium,2025,,He was praised for the _____ achievement.,,loudable,laudable,loudeble,loudible,B,,jamb|2025,past-question,active
