question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
ECO-0028,JAMB,Economics,International Trade,Economic Integration,medium,2025,,Which of the following forms of economic integration is a member nation free to impose duty against non-members,,Customs union,Common market,Economic community,Free trade area,D,,jamb|2025,past-question,active
ECO-0029,JAMB,Economics,Basic Economic Concepts,Scarcity and the Economic Problem,medium,2025,,Economic problems arise mainly as a result of?,,Lack of foresight on the part of resource users,Inaccurate statistical data in West Africa,Excessive wastage of available resources,Limitations in availability of resources,D,,jamb|2025,past-question,active
ECO-0030,JAMB,Economics,Basic Economic Concepts,Economic Systems (Capitalism),medium,2025,,One of the advantages of capitalism is that,,efficient allocation of resources is assured,private initiative is discouraged,job security is assured,consumers are exploited,A,,jamb|2025,past-question,active
ECO-0031,JAMB,Economics,Money and Banking,Central Bank,medium,2025,,The lender of last resort in the banking system is he,,commercial bank,industrial bank,central bank,mortgage bank,C,,jamb|2025,past-question,active
ECO-0032,JAMB,Economics,Production,Wholesale Trade,medium,2025,,Which functions of the wholesaler enables him to stabilize prices?,,granting credit to retailers,advertising the goods,transporting goods,warehousing goods,D,,jamb|2025,past-question,active
ECO-0033,JAMB,Economics,Economic Development,Characteristics of Developing Economies,medium,2025,,A country is described as developing if,,there is low labour supply,the population is decreasing,the income per head is low,the contribution of tertiary sector to national income is high,C,,jamb|2025,past-question,active
ECO-0034,JAMB,Economics,National Income,Measurement Problems,medium,2025,,Which of the following over estimate the value of national income?,,Wrong timing of computation,Changes of prices of goods within the year,Double counting,Incomplete statistical data,C,,jamb|2025,past-question,active
ECO-0035,JAMB,Economics,Public Finance,Government Expenditure,medium,2025,,A rise in government expenditure can lead to,,higher unemployment,higher inflation,lower profits for industries,lower importation of raw materials by industries,B,,jamb|2025,past-question,active
ECO-0036,JAMB,Economics,Basic Economic Concepts,Factors of Production (Land),medium,2025,,Which of the following is true about the supply of land? It,,varies with time,is higher in urban than rural areas,rises with demand,is fixed,D,,jamb|2025,past-question,active
ECO-0037,JAMB,Economics,Market Structures,Firm Shutdown Decision,medium,2025,,A firm will shut down in the long run if its earning is,,equal to super normal profit,less than normal profit,less than super normal profit,greater than normal profit,B,,jamb|2025,past-question,active
ECO-0038,JAMB,Economics,Basic Economic Concepts,Utility Theory (Equi-marginal Principle),medium,2025,,"If the last Naira spent on each commodity by a consumer gave him equal satisfaction, it means the consumer has been able to",,maximize costs,maximize utility,increase profits,cut costs,B,,jamb|2025,past-question,active
ECO-0039,JAMB,Economics,Economic Development,Malthusian Population Theory,medium,2025,,Malthus' contention is that,,"population and food growth rate will, in future, be at par",population increased in geometric progression while food production increased in arithmetic progression,nations have to get enough manpower to cultivate available land for food,population increase in arithmetic progression while food production increased in geometric progression,B,,jamb|2025,past-question,active
ECO-0040,JAMB,Economics,Basic Economic Concepts,Utility Theory,medium,2025,,The satisfaction derived from the use of a commodity is its,,elasticity,wealth,demand,utility,D,,jamb|2025,past-question,active
ECO-0041,JAMB,Economics,Economic Development,Population Distribution,medium,2025,,One of the factors affecting geographical distribution of population is,,encouragement of early marriages in rural areas,climatic conditions of the different part of the country,high birth rate,high death rate,B,,jamb|2025,past-question,active
ECO-0042,JAMB,Economics,Money and Banking,Inflation,medium,2025,,Which of the following will be an effect of inflation?,,Money lenders will gain,Wage earners will gain,Borrowers of money will gain,Borrowing of money will be restricted,C,,jamb|2025,past-question,active
