question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
GOV-0016,JAMB,Government,Local Government,,medium,2025,,Local Government Areas in Nigeria are by act of the 1999 constitution a/ an,,appendage of the central government,autonomous level of government,appendage of the state government,unit for intergovernmental relations,B,,jamb|2025,past-question,active
GOV-0017,JAMB,Government,Comparative Government,Systems of Government,medium,2025,,The fusion of executive and legislative powers is a core feature of,,presidential system,autocracy,parliamentary system,monarchy,C,,jamb|2025,past-question,active
GOV-0018,JAMB,Government,Constitutional Government,Law-making Process,medium,2025,,A proposal discussed in the parliament and passed for signing to become a law is a,,decree,edict,act,bill,D,,jamb|2025,past-question,active
GOV-0019,JAMB,Government,Comparative Government,Hausa-Fulani Political System,medium,2025,,The highest court in the Hausa-Fulani political system was presided by,,The Sheik,The Hakimi,The Ulamma,The Emir,D,,jamb|2025,past-question,active
GOV-0020,JAMB,Government,International Relations,NEPAD,medium,2025,,The New Partnership for Africa's Development (NEPAD) was established in,,2003,2000,2005,2001,D,,jamb|2025,past-question,active
GOV-0021,JAMB,Government,Political Concepts/Theory,Citizenship,medium,2025,,Which of the following is NOT a duty of citizens in a state?,,Prevention of crimes,Voting at election,Payment of taxes,Spying on the state,D,,jamb|2025,past-question,active
GOV-0022,JAMB,Government,Comparative Government,Systems of Government,medium,2025,,Confederalism could be regarded as,,weak centre and weak components,strong centre and strong components,weak centre and strong components,strong centre and weak components,C,,jamb|2025,past-question,active
GOV-0023,JAMB,Government,Comparative Government,Systems of Government,medium,2025,,"When a constitution requires a special organ or a more difficult amendment procedure, such constitution is applicable in which system of government?",,Parliamentary,Unitary,Federal,Confederation,C,,jamb|2025,past-question,active
GOV-0024,JAMB,Government,Nigerian Government/Politics,Second Republic,medium,2025,,The NPN presidential candidate in the Second Republic was,,Obafemi Awolowo,Shehu Shagari,Aminu Kano,Nnamdi Azikiwe,B,,jamb|2025,past-question,active
GOV-0025,JAMB,Government,Nigerian Government/Politics,Security Agencies,medium,2025,,"The detection, prevention and investigation of criminal activities in Nigeria is the primary responsibility of the",,police,vigilante,citizens,military,A,,jamb|2025,past-question,active
GOV-0026,JAMB,Government,Constitutional Government,Separation of Powers,medium,2025,,The essence of the doctrine of separation of powers is to prevent,,friction of powers,financial independence,independence of judiciary,abuse of powers,D,,jamb|2025,past-question,active
GOV-0027,JAMB,Government,International Relations,Foreign Policy,medium,2025,,The determinants of a country's foreign policy are often influenced by,,economic considerations,religious factors,isolation ideologies,military power only,A,,jamb|2025,past-question,active
GOV-0028,JAMB,Government,Comparative Government,Systems of Government,medium,2025,,The system of government in which the central and component units possess coordinated powers is,,confederal system,parliamentary system,unitary system,federal system,D,,jamb|2025,past-question,active
GOV-0029,JAMB,Government,Constitutional Government,Judiciary,medium,2025,,The primary function of the judiciary is to,,maintain law and order,interpret laws,make laws,enforce law,B,,jamb|2025,past-question,active
GOV-0030,JAMB,Government,Nigerian Government/Politics,International Sporting/Commonwealth,medium,2025,,The Commonwealth Games were last hosted by Nigeria in,,2001,2004,2003,Nigeria has never hosted the commonwealth games,D,,jamb|2025,past-question,active
GOV-0031,JAMB,Government,Political Parties/Pressure Groups,Political Party Definition,medium,2025,,An organised group of citizens acting together and seeking to obtain the control of government is a,,civil society,labour union,student union,political party,D,,jamb|2025,past-question,active
GOV-0032,JAMB,Government,Political Concepts/Theory,Democracy,medium,2025,,Democracy is a system in which the,,majority conquers,minority protest,majority rule,minority rule,C,,jamb|2025,past-question,active
GOV-0033,JAMB,Government,Political Concepts/Theory,The State/Sovereignty,medium,2025,,An important characteristic of state is,,strong military,treasury,sovereignty,homogeneous culture,C,,jamb|2025,past-question,active
GOV-0034,JAMB,Government,Political Concepts/Theory,Types of Authority,medium,2025,,The authority of a leader derived from a constitution is,,charismatic authority,delegated authority,traditional authority,legal-rational authority,D,,jamb|2025,past-question,active
GOV-0035,JAMB,Government,Nigerian Government/Politics,Military Intervention,medium,2025,,Census controversy was one of the factors that contributed to the military intervention in,,1966,1967,1985,1975,A,,jamb|2025,past-question,active
GOV-0036,JAMB,Government,International Relations,African Union/OAU,medium,2025,,The African Union came into existence in 2002 when it replaced the,,African Development Bank,Organisation of African Unity,Federation of African Unity,Organisation of African Community,B,,jamb|2025,past-question,active
GOV-0037,JAMB,Government,Nigerian Government/Politics,Civil Service,medium,2025,,"To ensure political neutrality of civil service, members must",,work without pay,abstain from party politics,engage in bribery and corruption,control the minister,B,,jamb|2025,past-question,active
GOV-0038,JAMB,Government,Political Concepts/Theory,Public Opinion,medium,2025,,Public opinion allows an organised government to,,infringe the rights of its opponents,manipulate governmental process,oppress its citizens,find out what the public thinks of its activities,D,,jamb|2025,past-question,active
GOV-0039,JAMB,Government,Nigerian Government/Politics,Public Corporations,medium,2025,,The Nigeria Railway Corporation is an example of,,state corporation,private corporation,local corporation,regional corporation,A,,jamb|2025,past-question,active
GOV-0040,JAMB,Government,Comparative Government,Yoruba Political System,medium,2025,,The Head of the Army in the Yoruba political kingdom is,,Are-Ona Kakanfo,Ogboni,Bashorun,Sango,A,,jamb|2025,past-question,active
GOV-0041,JAMB,Government,Nigerian Government/Politics,Military Transition Programmes,medium,2025,,The longest and most expensive military transition programme in Nigeria was under,,General Yakubu Gowon,Abdulsalami Abubakar,Murtala/Obasanjo,General Ibrahim Babangida,D,,jamb|2025,past-question,active
GOV-0042,JAMB,Government,Political Concepts/Theory,The State/Sovereignty,medium,2025,,Sovereignty refers to the,,the supreme power of a state to use force in order to enforce obedience,the supreme power of a state to negotiate with other states,the supreme power of a state to govern other nations,the supreme power and authority of a state over its own affairs,D,,jamb|2025,past-question,active
GOV-0043,JAMB,Government,Political Parties/Pressure Groups,First Republic Parties,medium,2025,,A major argument against the First Republic parties is,,corrupt practices,poor funding,regional sentiment,weak ideologies,C,,jamb|2025,past-question,active
GOV-0044,JAMB,Government,Nigerian Government/Politics,Public Corporations,medium,2025,,Public corporations were established by an act of,,parliament,memoranda of understanding,constitution,executive order,A,,jamb|2025,past-question,active
GOV-0045,JAMB,Government,Political Parties/Pressure Groups,Pressure Group Methods,medium,2025,,The most popular method employed by pressure groups is,,electioneering,strikes,lobbying,boycotts,C,,jamb|2025,past-question,active
GOV-0046,JAMB,Government,Constitutional Government,Colonial Constitutions,medium,2025,,The elective principle was first introduced under,,Lyttleton constitution,Richard constitution,Macpherson constitution,Clifford constitution,D,,jamb|2025,past-question,active
GOV-0047,JAMB,Government,Nigerian Government/Politics,Civil Service,medium,2025,,One of the key characteristics of the civil service is,,mediocrity,corruption,anonymity,favouritism,C,,jamb|2025,past-question,active
GOV-0048,JAMB,Government,Local Government,,medium,2025,,"Laws made by the local government, public corporations and ministries is a",,decrees,bye-laws,public laws,enactments,B,,jamb|2025,past-question,active
GOV-0049,JAMB,Government,Comparative Government,Igbo Political System,medium,2025,,The group that had the best egalitarian traditional political system is the,,Yoruba,Igbo,Edo,Hausa,B,,jamb|2025,past-question,active
GOV-0050,JAMB,Government,International Relations,Nigerian Foreign Policy,medium,2025,,Nigeria applies soft diplomacy in Africa through,,encouraging capitalism in Africa,promotion of bilateral relations,disengagement in UN Peacekeeping Operations,Technical Aid Corp programme,D,,jamb|2025,past-question,active
GOV-0051,JAMB,Government,Nigerian Government/Politics,Nationalism,medium,2025,,The proto-nationalism before the Second World War was characterised by the,,religious leaders,traditional rulers,educated elements,student unions,C,,jamb|2025,past-question,active
GOV-0052,JAMB,Government,International Relations,African Union/OAU,medium,2025,,The main objectives of African Union is to,,regulate business transactions within the international community among members,promote co-operation and economic development among members,oversee the free flow of political engagement in Africa and developed nations,settle disputes among South East Asia countries,B,,jamb|2025,past-question,active
GOV-0053,JAMB,Government,Constitutional Government,Constitution Types,medium,2025,,A type of constitution where the procedure for its amendment is enshrined in it is a,,flexible constitution,rigid constitution,democratic constitution,unwritten constitution,B,,jamb|2025,past-question,active
GOV-0054,JAMB,Government,Political Concepts/Theory,Democracy,medium,2025,,A form of government where the ultimate authority to govern is vested with the people is,,republican,oligarchy,autocracy,democracy,D,,jamb|2025,past-question,active
GOV-0055,JAMB,Government,Electoral Systems,Franchise,medium,2025,,The right to vote and be voted in an election is,,election right,franchise,constitutional right,inheritance,B,,jamb|2025,past-question,active
GOV-0056,JAMB,Government,Nigerian Government/Politics,Military Intervention,medium,2025,,The main reason for military intervention in Nigerian politics is the,,international pressure for human right,the desire for civil government,perceived incapability of civilians to govern,civilians dislike for power,C,,jamb|2025,past-question,active
GOV-0057,JAMB,Government,International Relations,OPEC,medium,2025,,The coordination and unification of the petroleum policies of its members is one of the main objectives of,,OPEC,UNICEF,ECOWAS,UNO,A,,jamb|2025,past-question,active
GOV-0058,JAMB,Government,Constitutional Government,Rule of Law,medium,2025,,Which of the following factors can limit the application of the rule of law?,,strike action,foreign influence,free press,court congestion,D,,jamb|2025,past-question,active
GOV-0059,JAMB,Government,Political Parties/Pressure Groups,Party Systems,medium,2025,,A system in which more than two political parties contest for an election is referred to as,,one-party system,zero-party system,two-party system,multi-party system,D,,jamb|2025,past-question,active
GOV-0060,JAMB,Government,Electoral Systems,INEC,medium,2025,,The Independent National Electoral Commission is responsible for,,swearing in elected members,conducting general elections,conducting population census,impeaching president,B,,jamb|2025,past-question,active
GOV-0061,JAMB,Government,Nigerian Government/Politics,Public Corporations,medium,2025,,Public corporations are entities,,setup for production of goods,created by an edict,established by public/ private partnership,created by the state,D,,jamb|2025,past-question,active
GOV-0062,JAMB,Government,Comparative Government,Systems of Government,medium,2025,,The use of Prime Minister as the head of Government is associated with which system of governance?,,Republican,Parliamentary,Presidential,Monarchical,B,,jamb|2025,past-question,active
