question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
ACC-0023,JAMB,Accounting,Company Accounts,Articles of Association,easy,2025,,The document which sets out the internal arrangement for the proper management of a company is the,,memorandum of association,prospectus,certificate of incorporation,article of association,D,,jamb|2025,past-question,active
ACC-0024,JAMB,Accounting,Public Sector Accounting,Basis of Accounting,easy,2025,,Which of the following is the basis of accounting in public service?,,Expenditure,Accrual,Profit,Cash,D,,jamb|2025,past-question,active
ACC-0025,JAMB,Accounting,Ledger and Journal Entries,Double Entry System,medium,2025,,Which of the following is not part of the double-entry system?,,Profit and Loss Account,Appropriation Account,Trading Account,Balance sheet,D,,jamb|2025,past-question,active
ACC-0026,JAMB,Accounting,Manufacturing Accounts,Branch Accounts,easy,2025,,The head office usually issues goods to branches at,,cost price,prime cost,net realisable value,production cost,A,,jamb|2025,past-question,active
ACC-0027,JAMB,Accounting,Financial Statements,Income and Expenditure Account,hard,2025,,"Receipts and Payments Account of Abalure Youth Club for the year ended 31st December 2018 (see referenced ledger data). Subscriptions for 2017 and 2019 received during the year were N180,000 and N150,000, respectively. The surplus for the year 2018 was",,"N5,235,000","N7,865,000","N5,845,000","N7,535,000",A,,jamb|2025,past-question,active
ACC-0028,JAMB,Accounting,Partnership Accounts,Interest on Capital,medium,2025,,"In the absence of a partnership agreement, additional capital contributions by partners attract interest of",,10%,12%,15%,5%,D,,jamb|2025,past-question,active
ACC-0029,JAMB,Accounting,Financial Statements,Income and Expenditure Account,hard,2025,,"Receipts and Payments Account of Abalure Youth Club for the year ended 31st December 2018 (see referenced ledger data). Subscriptions for 2017 and 2019 received during the year were N180,000 and N150,000 respectively. Total expenses debited to Income and Expenditure Account for 2018 was",,"N8,095,000","N4,095,000","N4,515,000","N1,610,000",A,,jamb|2025,past-question,active
ACC-0030,JAMB,Accounting,Cash Flow/Bank Reconciliation,Cash Book,hard,2025,,Use the following information to answer the question. The following transactions were recorded in the cash book of Ibusah for the month of February 2019 (see referenced cash book data). The total income for the month is,,"N478,300","N278,000","N154,800","N180,000",B,,jamb|2025,past-question,active
ACC-0031,JAMB,Accounting,Cash Flow/Bank Reconciliation,Cash Book,hard,2025,,Use the following information to answer the question. The following transactions were recorded in the cash book of Ibusah for the month of February 2019 (see referenced cash book data). The balance brought down at the end of the month is,,"N306,900","N278,000","N154,800","N478,300",B,,jamb|2025,past-question,active
ACC-0032,JAMB,Accounting,Basic Accounting Concepts,Entity Concept,easy,2025,,"According to the entity concept, ownership is",,separated from the business,vested on the management,not separated from the business,vested on the board of directors,A,,jamb|2025,past-question,active
ACC-0033,JAMB,Accounting,Financial Statements,Gross Profit Margin,medium,2025,,"If sales is N12,000, and the gross profit margin percentage is 25%. What is the cost of sales?",,"N9,000","N9,600","N3,000","N2,400",A,"Cost of sales = Sales - Gross profit. With a 25% margin on sales, gross profit = 25% x 12,000 = 3,000, so cost of sales = 12,000 - 3,000 = 9,000.",jamb|2025,past-question,active
ACC-0034,JAMB,Accounting,Ledger and Journal Entries,Suspense Account,easy,2025,,A suspense account is used to,,record sales,agree the trial balance,prepare the balance sheet,record purchase,B,,jamb|2025,past-question,active
ACC-0035,JAMB,Accounting,Manufacturing Accounts,Departmental Accounts,medium,2025,,Which of the following is apportioned in proportion of the purchases of each department?,,Carriage outwards,Selling commission,Bad debts,Discounts received,D,,jamb|2025,past-question,active
ACC-0036,JAMB,Accounting,Manufacturing Accounts,Inter-departmental Transfers,medium,2025,,The transfer of goods between departments is recorded by debiting,,stock account and crediting trading account,trading account and crediting purchases account,the receiving department and crediting the giving department,the giving department and crediting the receiving department,C,,jamb|2025,past-question,active
ACC-0037,JAMB,Accounting,Public Sector Accounting,Key Officers,easy,2025,,The Chief Accounting Officer of the federation is,,Auditor General,Minister of Finance,Accountant General,Chief Accountant,C,,jamb|2025,past-question,active
ACC-0038,JAMB,Accounting,Ledger and Journal Entries,Trial Balance,medium,2025,,Which of the following is not true of a trial balance?,,list taken of the account balance in the general ledger,proof of the arithmetical accuracy of the ledger postings,list of account abstracted from a subsidiary ledger to check their agreement with the related control account,summary of data for the preparation of financial statement,C,,jamb|2025,past-question,active
ACC-0039,JAMB,Accounting,Depreciation,Disposal of Assets,hard,2025,,"Use the following information to answer this question. A fixed asset was bought for N60,000 on 1st January, 1997. Depreciation was provided at 10% on cost. It was sold for N16,000 on 30th June, 2001. The profit or loss on sale was",,"N17,000 loss","N16,000 loss","N17,000 profit","N16,000 profit",A,"Depreciation charged for 4.5 years = 4.5 x 10% x 60,000 = 27,000, giving a net book value of 60,000 - 27,000 = 33,000. Sold for 16,000, so loss = 33,000 - 16,000 = 17,000.",jamb|2025,past-question,active
ACC-0040,JAMB,Accounting,Depreciation,Disposal of Assets,hard,2025,,"Use the following information to answer this question. A fixed asset was bought for N60,000 on 1st January, 1997. Depreciation was provided at 10% on cost. It was sold for N16,000 on 30th June, 2001. The net book value at the time of sale was",,"N17,000","N16,000","N33,000","N30,000",C,"Depreciation charged for 4.5 years = 4.5 x 10% x 60,000 = 27,000. Net book value = 60,000 - 27,000 = 33,000.",jamb|2025,past-question,active
ACC-0041,JAMB,Accounting,Financial Statements,Receipts and Payments Account,easy,2025,,Receipts and payments account discloses,,creditors,debtors,capital items,prepayment,C,,jamb|2025,past-question,active
ACC-0042,JAMB,Accounting,Partnership Accounts,Dissolution,medium,2025,,"In partnership dissolution, an asset taken over by a partner is debited to",,partners capital account and credited to realization account,realization account and credited to capital account,partners capital account and credited to asset account,asset account and credited to realization account,A,,jamb|2025,past-question,active
ACC-0043,JAMB,Accounting,Manufacturing Accounts,Departmental Accounts,easy,2025,,The objective of a departmental accounts is to ascertain the,,departmental labour turnover,departmental performance,stock held by the departmental,number of staff in the department,B,,jamb|2025,past-question,active
ACC-0044,JAMB,Accounting,Ledger and Journal Entries,Trial Balance,easy,2025,,Which of the following describe trial balance?,,It is a special account,It reveals the financial position of a business,It is a list of accounting balances on the books,It shows all the entries in the books,C,,jamb|2025,past-question,active
ACC-0045,JAMB,Accounting,Cash Flow/Bank Reconciliation,Bank Reconciliation Statement,medium,2025,,"In bank reconciliation, when a cash book shows a credit balance, uncredited cheques are: I. deducted from the cash book balance II. added to the bank statement balance III. added to the cash book balance",,I and II only,III only,II and III only,"I, II, and III",A,,jamb|2025,past-question,active
ACC-0046,JAMB,Accounting,Computerized Accounting,ICT Tools,easy,2025,,Which of the following is a spreadsheet application?,,Excel,Internet,Windows,Word,A,,jamb|2025,past-question,active
ACC-0047,JAMB,Accounting,Computerized Accounting,Computer Basics,easy,2025,,Into how many major types can general-purpose computers be classified?,,four,six,five,three,D,,jamb|2025,past-question,active
ACC-0048,JAMB,Accounting,Cash Flow/Bank Reconciliation,Cash Book Types,easy,2025,,Cash receipts and payments involving discounts are entered in,,two-column cash book,analytical cash book,three-column cash book,petty cash book,C,,jamb|2025,past-question,active
ACC-0049,JAMB,Accounting,Public Sector Accounting,Warrants,medium,2025,,Which of the following is used before the appropriation bill is approved?,,supplementary general warrant,warrant transfer,provisional general warrant,reserved expenditure warrant,C,,jamb|2025,past-question,active
ACC-0050,JAMB,Accounting,Manufacturing Accounts,Raw Materials Consumed,hard,2025,,Use the following manufacturing account information (see referenced ledger data). The cost of raw materials consumed is,,"N43,500","N45,500","N45,000","N53,000",A,,jamb|2025,past-question,active
ACC-0051,JAMB,Accounting,Manufacturing Accounts,Prime Cost,hard,2025,,Use the following manufacturing account information (see referenced ledger data). Prime cost is,,"N53,000","N46,300","N52,750","N49,950",D,,jamb|2025,past-question,active
ACC-0052,JAMB,Accounting,Manufacturing Accounts,Factory Cost of Production,hard,2025,,Use the following manufacturing account information (see referenced ledger data). Factory cost of production is,,"N52,750","N53,300","N56,300","N45,500",C,,jamb|2025,past-question,active
ACC-0053,JAMB,Accounting,Manufacturing Accounts,Production Cost,hard,2025,,Use the following manufacturing account information (see referenced ledger data). Production cost is,,"N56,300","N53,000","N55,800","N57,300",C,,jamb|2025,past-question,active
ACC-0054,JAMB,Accounting,Cash Flow/Bank Reconciliation,Petty Cash/Imprest System,hard,2025,,"Taiwo is a sole trader who keeps his petty cash on the imprest system, the imprest amount being N4,000. The following transactions took place for a particular month: Dec 1 Petty cash in hand N517; Dec 1 Petty cash to imprest N3,483; Dec 6 Bought notebooks N328; Dec 7 Paid wages N914; Dec 14 Bought postage stamps N375; Dec 16 Paid to J. Thomas, a creditor, N536; Dec 21 Paid wages N928; Dec 23 Bought envelopes N437; Dec 27 Bought postage stamps N210. Amount to be reimbursed at the end of the month is",,"N4,000","N3,728","N1,842","N3,483",B,"Total expenses paid out = 328 + 914 + 375 + 536 + 928 + 437 + 210 = 3,728, which is the amount reimbursed to restore the imprest.",jamb|2025,past-question,active
ACC-0055,JAMB,Accounting,Cash Flow/Bank Reconciliation,Petty Cash/Imprest System,medium,2025,,"Taiwo is a sole trader who keeps his petty cash on the imprest system, the imprest amount being N4,000. The following transactions took place for a particular month: Dec 1 Petty cash in hand N517; Dec 1 Petty cash to imprest N3,483; Dec 6 Bought notebooks N328; Dec 7 Paid wages N914; Dec 14 Bought postage stamps N375; Dec 16 Paid to J. Thomas, a creditor, N536; Dec 21 Paid wages N928; Dec 23 Bought envelopes N437; Dec 27 Bought postage stamps N210. Amount spent on stationery is",,N585,N437,N538,N765,D,Stationery items are the notebooks (328) and envelopes (437): 328 + 437 = 765.,jamb|2025,past-question,active
ACC-0056,JAMB,Accounting,Cash Flow/Bank Reconciliation,Petty Cash/Imprest System,medium,2025,,"Taiwo is a sole trader who keeps his petty cash on the imprest system, the imprest amount being N4,000. The following transactions took place for a particular month: Dec 1 Petty cash in hand N517; Dec 1 Petty cash to imprest N3,483; Dec 6 Bought notebooks N328; Dec 7 Paid wages N914; Dec 14 Bought postage stamps N375; Dec 16 Paid to J. Thomas, a creditor, N536; Dec 21 Paid wages N928; Dec 23 Bought envelopes N437; Dec 27 Bought postage stamps N210. Amount to be posted to the personal ledger is",,N765,N536,N517,N585,B,"The payment to J. Thomas, a creditor (a personal/ledger account), of N536 is the amount posted to the personal ledger.",jamb|2025,past-question,active
ACC-0057,JAMB,Accounting,Company Accounts,Types of Shares,easy,2025,,The class of share to which payment of dividend depends on profit is,,preference shares,bonus shares,forfeited shares,ordinary shares,D,,jamb|2025,past-question,active
ACC-0058,JAMB,Accounting,Ledger and Journal Entries,Control Accounts,medium,2025,,Which of the following is not a credit item in the Sales Ledger Control Account?,,Dishonoured cheque,Discount allowed,Cash received,Returns inward,A,,jamb|2025,past-question,active
ACC-0059,JAMB,Accounting,Financial Statements,Trading Account,easy,2025,,Which of the following is determined in the Trading Account?,,Net profit,Prime cost,Factory overheads,Cost of goods sold,D,,jamb|2025,past-question,active
ACC-0060,JAMB,Accounting,Ledger and Journal Entries,Control Accounts,easy,2025,,An example of a self-balancing account is the,,control account,creditors account,suspense account,debtors account,A,,jamb|2025,past-question,active
ACC-0061,JAMB,Accounting,Basic Accounting Concepts,Capital vs Revenue Expenditure,easy,2025,,Which of the following transactions is a revenue expenditure?,,Purchase of a new engine,Construction of office wall,Purchase of fuel for vehicle,Purchase of a plant,C,,jamb|2025,past-question,active
ACC-0062,JAMB,Accounting,Ledger and Journal Entries,Errors and Trial Balance,medium,2025,,Suspense account is used in the correction of,,errors that affect the agreement of a trial balance,errors that affect the accuracy of the net profit,errors that do not affect the agreement of a trial balance,all errors in the trial balance,A,,jamb|2025,past-question,active
ACC-0063,JAMB,Accounting,Company Accounts,Share Issue,easy,2025,,"When shares are sold at less than the nominal value, it means they are issued at",,a premium,par,a loss,a discount,D,,jamb|2025,past-question,active
ACC-0064,JAMB,Accounting,Ledger and Journal Entries,Control Accounts,medium,2025,,Which of the following is not credited to debtors control account?,,Bad debts,Discounts allowed,Provision for bad debt,Bills receivable,C,,jamb|2025,past-question,active
ACC-0065,JAMB,Accounting,Basic Accounting Concepts,Capital of a Sole Trader,easy,2025,,The capital of a sole trader changes as a result of,,drawings by cheque,equipment purchased by cheque,paying wages by cash,goods purchase by cheque,A,,jamb|2025,past-question,active
ACC-0066,JAMB,Accounting,Ledger and Journal Entries,Control Accounts,medium,2025,,The balance on the Sales Ledger Control Account at the end of the accounting year represents total,,credit sales for the year,trade debtors at the end of the year,cash sales for the year,amount transferred from the Sales Day Book,B,,jamb|2025,past-question,active
ACC-0067,JAMB,Accounting,Ledger and Journal Entries,Source Documents,easy,2025,,Which of the following is not a source document?,,Invoice,Credit note,Debit note,Bank note,D,,jamb|2025,past-question,active
ACC-0068,JAMB,Accounting,Financial Statements,Depreciation Charge,easy,2025,,Provision for depreciation on delivery van is charged to,,manufacturing account,trading account,profit and loss account,appropriation account,C,,jamb|2025,past-question,active
ACC-0069,JAMB,Accounting,Ledger and Journal Entries,Books of Original Entry,easy,2025,,A sales daybook is used to record,,cash sales of fixed assets,cash and credit sales of stock,credit sales of stock,cash sales of stock,C,,jamb|2025,past-question,active
ACC-0070,JAMB,Accounting,Basic Accounting Concepts,Capital vs Revenue Expenditure,easy,2025,,Capital expenditure is the,,extra capital paid in by the proprietor,money spend on buying goods for resale,money spend on acquiring fixed assets,cost of running a business,C,,jamb|2025,past-question,active
ACC-0071,JAMB,Accounting,Ledger and Journal Entries,Types of Accounts,easy,2025,,Which of the following is not a real account?,,Patent account,Motor Vehicle account,Building account,Furniture account,A,,jamb|2025,past-question,active
ACC-0072,JAMB,Accounting,Financial Statements,Provision for Doubtful Debts,easy,2025,,"In preparing a profit and loss account, a decrease in provision for doubtful debts accounts is treated as",,income,current assets,expenses,current liability,A,,jamb|2025,past-question,active
ACC-0073,JAMB,Accounting,Ledger and Journal Entries,Source Documents,easy,2025,,Which of the following is not a source document?,,Debit note,Sales invoice,Journal proper,Credit note,C,,jamb|2025,past-question,active
ACC-0074,JAMB,Accounting,Financial Statements,Accruals and Prepayments,hard,2025,,"Use the following information to answer this question (see referenced ledger data). The balance sheet as at 31st December, 2014, will show",,current liability of N400,current liability of N600,current asset of N600,current asset of N400,D,,jamb|2025,past-question,active
ACC-0075,JAMB,Accounting,Public Sector Accounting,Budgeting,easy,2025,,A financial plan of action expressed in monetary terms is known as,,warrant,consolidated fund,imprest,budget,D,,jamb|2025,past-question,active
ACC-0076,JAMB,Accounting,Basic Accounting Concepts,Going Concern Concept,easy,2025,,"When the going concern concept is no longer applicable, the fixed assets are recorded at their",,realizable value,revalued amount,gross value,net book value,A,,jamb|2025,past-question,active
ACC-0077,JAMB,Accounting,Financial Statements,Accruals and Prepayments,hard,2025,,Use the following information to answer this question (see referenced ledger data). Rent for 2014 chargeable to the profit and loss account is,,"N3,400","N3,000","N4,000","N2,800",A,,jamb|2025,past-question,active
ACC-0078,JAMB,Accounting,Company Accounts,Share Allotment,easy,2025,,The process of distributing shares to successful applicants is,,allocation,application,allotment,apportionment,C,,jamb|2025,past-question,active
ACC-0079,JAMB,Accounting,Manufacturing Accounts,Factory Overheads,easy,2025,,One of the components of factory overhead is,,raw materials consumed,depreciation of plant and machinery,manufacturing wages,carriage inwards,B,,jamb|2025,past-question,active
ACC-0080,JAMB,Accounting,Ledger and Journal Entries,Source Documents,easy,2025,,Which of the following is a primary source of entry into the debtors ledger?,,Sales invoices,Suppliers invoices,Payment vouchers,Returns outward notes,A,,jamb|2025,past-question,active
ACC-0081,JAMB,Accounting,Basic Accounting Concepts,Assets,easy,2025,,Resources owned and controlled by a business are classified as,,capital,liabilities,drawings,assets,D,,jamb|2025,past-question,active
ACC-0082,JAMB,Accounting,Public Sector Accounting,Warrants,easy,2025,,Which of the following is used before the appropriation bill is approved?,,reserved expenditure warrant,virement warrant,supplementary general warrant,provisional general warrant,D,,jamb|2025,past-question,active
