question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
ENG-0222,JAMB,English,Lexis and Structure,Synonyms,medium,2025,,"When the landlady noticed the silhouette on the wall, she called up her son.",,outline,ghost,speck,soot,A,,jamb|2025,past-question,active
ENG-0223,JAMB,English,Lexis and Structure,Antonyms,medium,2025,,Musa vehemently opposed his son's political ambition.,,emphatically,strongly,coldly,carelessly,C,,jamb|2025,past-question,active
ENG-0224,JAMB,English,Lexis and Structure,Antonyms,medium,2025,,The natives were allowed to stay.,,immigrants,foreigners,indigenes,visitors,B,,jamb|2025,past-question,active
ENG-0225,JAMB,English,Lexis and Structure,Antonyms,medium,2025,,The scientist conducted a meticulous experiment.,,careless,detailed,thorough,careful,A,,jamb|2025,past-question,active
ENG-0226,JAMB,English,Lexis and Structure,Antonyms,medium,2025,,"In the past, anyone who angered the gods would be killed.",,pleased,appeased,begged,settled,B,,jamb|2025,past-question,active
ENG-0227,JAMB,English,Lexis and Structure,Antonyms,medium,2025,,"Despite their efforts at the last Nations Cup fiesta, the team was chastised by their employers.",,rebuked,honoured,dethroned,denounced,B,,jamb|2025,past-question,active
ENG-0228,JAMB,English,Lexis and Structure,Antonyms,medium,2025,,He made a facile generalisation.,,broad,complex,quiet,careful,B,,jamb|2025,past-question,active
ENG-0229,JAMB,English,Lexis and Structure,Antonyms,medium,2025,,The manager became flexible on critical matters.,,rigid,evasive,serious,unbendable,A,,jamb|2025,past-question,active
ENG-0230,JAMB,English,Lexis and Structure,Antonyms,medium,2025,,The gear is immanent in a car.,,available,necessary,functional,transcendent,D,,jamb|2025,past-question,active
ENG-0231,JAMB,English,Lexis and Structure,Antonyms,medium,2025,,Andrew is the protagonist in the play.,,enemy,antagonist,progressive,opponent,B,,jamb|2025,past-question,active
ENG-0232,JAMB,English,Lexis and Structure,Antonyms,medium,2025,,The robbers gained access to the bank because of their porous security network.,,amorphous,impermeable,gorgeous,pervious,B,,jamb|2025,past-question,active
ENG-0233,JAMB,English,Lexis and Structure,Idioms/Sentence Interpretation,medium,2025,,Tom's excuses don't hold water.,,The excuses are not logically sound,The excuses are acceptable by a few,The excuses are waterproof,The excuses explain the situation well,A,,jamb|2025,past-question,active
ENG-0234,JAMB,English,Lexis and Structure,Idioms/Sentence Interpretation,medium,2025,,He got a job by paying hush money.,,He bribed to get the job,He was induced to get the job,He paid exorbitant fee to get the job,He was paid for the job,A,,jamb|2025,past-question,active
ENG-0235,JAMB,English,Lexis and Structure,Idioms/Sentence Interpretation,medium,2025,,The chairman of the association tells his members not to throw in the towel.,,They should not be tired,They are not to give up,They should be ready for a trip,They should expect good outcomes,B,,jamb|2025,past-question,active
ENG-0236,JAMB,English,Lexis and Structure,Idioms/Sentence Interpretation,medium,2025,,"Despite his wealth, Mr Oluboye is known for tightening his belt.",,He enjoys helping the poor,He is very careful with his spending,He refuses to wear a belt at all,He often wears fashionable belts,B,,jamb|2025,past-question,active
ENG-0237,JAMB,English,Lexis and Structure,Idioms/Sentence Interpretation,medium,2025,,The students felt the lecture was a load of crap.,,The students believe the lecture was too long,The students refused to listen to the lecturer,The students thought the lecture was stupid,The students did not attend the lecture,C,,jamb|2025,past-question,active
ENG-0238,JAMB,English,Lexis and Structure,Idioms/Sentence Interpretation,medium,2025,,The boy accused his friend of putting a spoke in his wheel.,,He accused his friend of making jest of him,He accused his friend of spoiling his bicycle wheel,He accused his friend of destroying his move of getting a new wheel,He accused his friend of thwarting the execution of his plan,D,,jamb|2025,past-question,active
ENG-0239,JAMB,English,Lexis and Structure,Idioms/Sentence Interpretation,medium,2025,,"My boss is such a slave driver, I had to work two weekends in a row.",,He is a business owner who is very rich,He is a leader who is considerate,He is a taskmaster who overworks employees,He is a manager who is friendly,C,,jamb|2025,past-question,active
ENG-0240,JAMB,English,Lexis and Structure,Idioms/Sentence Interpretation,medium,2025,,"""Cinema, tonight?"" he asked. ""Maybe another time"", she replied.",,He asked her if she will go to the cinema and she vehemently declined it,He suggested taking her to a cinema tonight and she said probably another time,He suggested going to the cinema with her and she agreed,He asked to take her to a cinema tonight and she accepted,B,,jamb|2025,past-question,active
ENG-0241,JAMB,English,Lexis and Structure,Idioms/Sentence Interpretation,medium,2025,,Peter is a man of letters.,,Letter writing is his hobby,He likes to read a lot,He writes letters a lot,He is a great literary artist,D,,jamb|2025,past-question,active
ENG-0242,JAMB,English,Oral English,Vowel Sounds,medium,2025,,Which of the following words has the same vowel sound as the one represented by the underlined letters in the word 'boot'?,,cold,food,top,book,B,,jamb|2025,past-question,active
ENG-0243,JAMB,English,Oral English,Vowel Sounds,medium,2025,,Which of the following words has the same vowel sound as the one represented by the underlined letters in the word 'money'?,,love,lord,donkey,bought,A,,jamb|2025,past-question,active
ENG-0244,JAMB,English,Oral English,Vowel Sounds,medium,2025,,Which of the following words has the same vowel sound as the one represented by the underlined letters in the word 'beer'?,,bare,their,swear,serious,D,,jamb|2025,past-question,active
ENG-0245,JAMB,English,Oral English,Vowel Sounds,medium,2025,,Which of the following words has the same vowel sound as the one represented by the underlined letters in the word 'wound'?,,foot,book,blood,moon,D,,jamb|2025,past-question,active
ENG-0246,JAMB,English,Oral English,Consonant Sounds,medium,2025,,Which of the following words has the same consonant sound as the one represented by the underlined letters in the word 'chess'?,,soak,jazz,set,chain,D,,jamb|2025,past-question,active
ENG-0247,JAMB,English,Oral English,Consonant Sounds,medium,2025,,Which of the following words has the same consonant sound as the one represented by the underlined letters in the word 'house'?,,happy,rhythm,ghost,honour,A,,jamb|2025,past-question,active
ENG-0248,JAMB,English,Oral English,Consonant Sounds,medium,2025,,Which of the following words has the same consonant sound as the one represented by the underlined letters in the word 'shadow'?,,sure,match,chemistry,scheme,A,,jamb|2025,past-question,active
ENG-0249,JAMB,English,Oral English,Consonant Sounds,medium,2025,,Which of the following words has the same consonant sound as the one represented by the underlined letters in the word 'knot'?,,church,norm,keep,cease,B,,jamb|2025,past-question,active
ENG-0250,JAMB,English,Oral English,Rhyme,medium,2025,,Which of the following words rhymes with 'home'?,,come,groan,comb,horn,C,,jamb|2025,past-question,active
ENG-0251,JAMB,English,Oral English,Rhyme,medium,2025,,Which of the following words rhymes with 'time'?,,lime,nine,mine,mind,A,,jamb|2025,past-question,active
ENG-0252,JAMB,English,Oral English,Rhyme,medium,2025,,Which of the following words rhymes with 'cat'?,,call,bat,back,cut,B,,jamb|2025,past-question,active
ENG-0253,JAMB,English,Oral English,Word Stress,medium,2025,,Choose the option with the most appropriate stress pattern for the word 'similarly'.,,simiLARly,simlarLY,SImilarly,siMIlarly,C,,jamb|2025,past-question,active
ENG-0254,JAMB,English,Oral English,Word Stress,medium,2025,,Choose the option with the most appropriate stress pattern for the word 'convalescent'.,,CONvalescent,conVAlescent,convaleSCENT,convaLEscent,D,,jamb|2025,past-question,active
ENG-0255,JAMB,English,Oral English,Word Stress,medium,2025,,Choose the option with the most appropriate stress pattern for the word 'Grammarian'.,,GRAmmarian,graMMArian,grammaRIan,grammariAN,B,,jamb|2025,past-question,active
ENG-0256,JAMB,English,Oral English,Word Stress,medium,2025,,Choose the option with the most appropriate stress pattern for the word 'Hospitality'.,,HOSpitality,hosPItality,hospiTAlity,hospitaLIty,C,,jamb|2025,past-question,active
ENG-0257,JAMB,English,Oral English,Emphatic Stress,medium,2025,,The word in capital letters has emphatic stress. Choose the option to which the sentence relates: They came with me to the MEETING.,,Did they come to a meeting with me?,Did they arrive with me to the meeting?,Did they come with me to the party?,Who came with me to the meeting?,C,,jamb|2025,past-question,active
ENG-0258,JAMB,English,Oral English,Emphatic Stress,medium,2025,,The word in capital letters has emphatic stress. Choose the option to which the sentence relates: The woman was delivered of a baby BOY.,,Was the girl delivered of a baby girl?,Was the woman delivered of two baby boys?,Was the woman delivered of a baby girl?,Was the girl delivered of a baby boy?,C,,jamb|2025,past-question,active
ENG-0259,JAMB,English,Oral English,Emphatic Stress,medium,2025,,The word in capital letters has emphatic stress. Choose the option to which the sentence relates: A HAWKER showed him the way to the park.,,Did a hawker show him the way to the street?,Did a trader show him the way to the park?,Did the hawker show her the way to the park?,Did the hawker show him the way to the park?,B,,jamb|2025,past-question,active
ENG-0260,JAMB,English,Oral English,Emphatic Stress,medium,2025,,The word in capital letters has emphatic stress. Choose the option to which the sentence relates: The doctor examined the patient with a STETHOSCOPE.,,Did the doctor examine the matron with a stethoscope?,Did the nurse examine the patient with a stethoscope?,Did the doctor examine the patient with a microscope?,Did the doctor cure the patient with a stethoscope?,C,,jamb|2025,past-question,active
