question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
LIT-0023,JAMB,Literature,Literary Devices/Terminology,,easy,2025,,This question is based on General Literary Principles. Repetition is a literary device employed for the purpose of,,satire,melody,emphasis,rhyme,C,"The primary purpose of repetition as a literary device is to emphasise a particular idea, feeling or theme to ensure it stays in the reader's mind.",jamb|2025,past-question,active
LIT-0024,JAMB,Literature,Prose,Unexpected Joy at Dawn,medium,2025,,This question is based on Alex Agyei-Agyiri's Unexpected Joy at Dawn. The narrative technique employed in the novel is,,second person point of view,third-person point of view,first-person narrative point of view,first and second person point of view,B,"The novel uses an omniscient or limited third-person narrator who refers to characters like Nii and Mama Orojo by name, allowing the author to jump between the parallel stories taking place in Ghana and Nigeria.",jamb|2025,past-question,active
LIT-0025,JAMB,Literature,Drama,Look Back in Anger,medium,2025,,This question is based on John Osborne's Look Back in Anger. The setting of the play is,,Classical England,Romantic England,Victorian England,Elizabethan England,D,"The play is set in the 1950s (post-WWII); though this is technically the era of Queen Elizabeth II, it is not commonly referred to as the Elizabethan era.",jamb|2025,past-question,active
LIT-0026,JAMB,Literature,Prose,Wuthering Heights,medium,2025,,"This question is based on Emily Bronte's Wuthering Heights. From the events in the novel, one can conclude that Joseph is",,straightforward,hypocritical,amiable,unserious,B,Joseph is a servant at Wuthering Heights who is strictly religious and constantly quotes the Bible to judge others.,jamb|2025,past-question,active
LIT-0027,JAMB,Literature,Prose,Unexpected Joy at Dawn,medium,2025,,This question is based on Alex Agyei-Agyiri's Unexpected Joy at Dawn. The main conflict in the novel is,,love,greed,health,corruption,D,"The novel explores the social and political decay in Ghana and Nigeria, highlighting how corruption affects the lives of ordinary citizens.",jamb|2025,past-question,active
LIT-0028,JAMB,Literature,Drama,The Lion and the Jewel,medium,2025,,This question is based on Wole Soyinka's The Lion and the Jewel. Lakunle is portrayed as the foil of,,the stranger,Sidi,Baroka,Sadiku,C,,jamb|2025,past-question,active
LIT-0029,JAMB,Literature,Prose,Second Class Citizen,medium,2025,,This question is based on Buchi Emecheta's Second Class Citizen. Adah faces discrimination based on,,gender and race,education and social status,age and religion,nationality and language,A,,jamb|2025,past-question,active
LIT-0030,JAMB,Literature,Poetry,Poem: The Leader and the Led (Niyi Osundare),medium,2025,,"Niyi Osundare's ""The Leader and the Led"" is a fable because of the",,lies in it,simplicity of the language,witty nature of the poem,use of animals who act as humans,D,The poem is classified as a fable because it uses several traditional elements of this literary genre.,jamb|2025,past-question,active
LIT-0031,JAMB,Literature,Poetry,Poem: Raider of the Treasure Trove (Lade Wosornu),medium,2025,,"The persona in Lade Worsonu's ""Raider of the Treasure Trove"" warns against",,war,greed,power,rage,D,,jamb|2025,past-question,active
LIT-0032,JAMB,Literature,Prose,Unexpected Joy at Dawn,medium,2025,,This question is based on Alex Agyei-Agyiri's Unexpected Joy at Dawn. The temporal setting of the novel is in,,1980s Ghana and 1960s Nigeria,1960s Nigeria and 1980s Ghana,1960s Ghana and 1980s Nigeria,1940s Ghana and 1960s Nigeria,B,"The novel's temporal setting is defined by two major historical events reflecting the shifting political and economic relationship between the two nations, beginning in the late 1960s in Ghana.",jamb|2025,past-question,active
LIT-0033,JAMB,Literature,Poetry,Poem: A Government Driver on His Retirement (Onu),medium,2025,,"""I shall booze and zoom myself home"" The diction used in the above excerpt in Onu's ""A Government Driver on His Retirement"" is",,onomatopoeic,veiled,complex,formalised,A,Onomatopoeia refers to words that imitate the natural sounds of a thing or suggest their meaning through their sound.,jamb|2025,past-question,active
LIT-0034,JAMB,Literature,Poetry,Poem: Bat (D.H. Lawrence),medium,2025,,"In Lawrence's ""Bat"", the poetic persona concludes the poem by stating",,his aversion for bats,the beauty of nature,the beauty of bats,the importance of bats,A,The poem concludes with the persona's clear feeling of disgust and horror toward the creatures.,jamb|2025,past-question,active
LIT-0035,JAMB,Literature,Poetry,Poem: The Song of the Women of my Land (Sesay),medium,2025,,"Sesay's ""The Song of the Women of my Land"" is",,panegyric,free verse,satirical,blank verse,A,,jamb|2025,past-question,active
LIT-0036,JAMB,Literature,Prose,Second Class Citizen,medium,2025,,"This question is based on Buchi Emecheta's Second Class Citizen. ""It all began like a dream. You know, that sort of dream which seems to have originated from nowhere, yet one was always aware of its existence..."" The technique used in the line above is",,stream of consciousness,foreshadowing,omniscient point of view,flashback,D,,jamb|2025,past-question,active
LIT-0037,JAMB,Literature,Drama,Look Back in Anger,medium,2025,,This novel is based on John Osborne's Look Back in Anger. The bear in the novel symbolically represents,,Jimmy Porter,Alison Porter,Helena Charles,Cliff Lewis,A,"In the ""bears and squirrels"" game, Jimmy represents the bear (rugged, aggressive and unpredictable) while Alison represents the squirrel (meek and soft).",jamb|2025,past-question,active
LIT-0038,JAMB,Literature,Drama,The Lion and the Jewel,medium,2025,,"This question is based on Wole Soyinka's The Lion and the Jewel. The division of the play into morning, noon and night signifies unity of",,action,space,place,time,D,,jamb|2025,past-question,active
LIT-0039,JAMB,Literature,Poetry,Poem: The Grieved Lands (Agostinho Neto),medium,2025,,"""Decked with dances by baobabs over balances"" The above line in Neto's The Grieved Lands is an example of",,assonance,consonance,onomatopoeia,alliteration,D,,jamb|2025,past-question,active
LIT-0040,JAMB,Literature,Drama,Look Back in Anger,medium,2025,,This question is based on John Osborne's Look Back in Anger. Bullying in the play is revenge tactics on,,rejection,social class,assault,acceptance,B,Jimmy Porter's relentless bullying of his wife Alison is a clear example of social class being used as a motivation for revenge tactics.,jamb|2025,past-question,active
LIT-0041,JAMB,Literature,Poetry,Poem: Akosua Nowa (Joe de Graft),medium,2025,,"""If she passes this way, I am gone, I am gone to load my gun No matter how hidden deep her treasure, By my father's coffin I swear I'll shoot my way to it this day; Son of the hunter King There is liquid fire in my gun!"" 'Akosua Nowa' by Joe de Graft. The beauty of this poem is built upon its",,the arrangement of the lines,extended images of treasure and gun,the protagonist's boastfulness,rhythm,B,"In the poem ""Akosua Nowa"" by Joe de Graft, the extended images of treasure and the gun are central to its meaning and impact.",jamb|2025,past-question,active
LIT-0042,JAMB,Literature,Prose,So the Path Does Not Die,medium,2025,,This question is based on So the Path Does Not Die. Fina's character is best described as:,,Bold and irrational,Detached and aloof,"Resilient, reflective and evolving",Passive and resigned,C,"Fina shows extraordinary strength in overcoming familial, cultural, and global hardships.",jamb|2025,past-question,active
LIT-0043,JAMB,Literature,Poetry,Poem: Hearty Garlands,medium,2025,,"This question is based on Hearty Garlands. ""Flights of vanquished steps"" conveys:",,Steps toward failure,Escaping from duty,Ascension through conquered challenges,Backward movement,C,"It symbolizes success over struggles, representing the triumph of perseverance, resilience, and determination in the face of hardship.",jamb|2025,past-question,active
LIT-0044,JAMB,Literature,Poetry,Poem: New Tongue,medium,2025,,"This question is based on New Tongue. What literary device is most prominent in the following lines? ""bathing at the back of the house On a rainy July day""",,Simile,Allegory,Imagery,Alliteration,C,This line provides a vivid sensory image that invokes feelings of discomfort and exposure.,jamb|2025,past-question,active
LIT-0045,JAMB,Literature,Prose,The Stone,medium,2025,,This question is based on The Stone. The woman's final sigh symbolises:,,The end of the carving process,The release of her lover's spirit,Her readiness to remarry,The release of pent-up sorrow,D,The sigh is a quiet release of grief and a sign that she has fulfilled her final duty to her lover.,jamb|2025,past-question,active
LIT-0046,JAMB,Literature,Drama,The Marriage of Anansewa,medium,2025,,This question is based on The Marriage of Anansewa. Which character is Ananse's daughter?,,Aya,Esi,Anansewa,Ekuwa,C,"Anansewa is Ananse's only daughter, whom he tries to marry off to the highest bidder among the chiefs.",jamb|2025,past-question,active
LIT-0047,JAMB,Literature,Drama,Antony and Cleopatra,hard,2025,,"This question is based on Antony and Cleopatra. Antony: ""I will be A bridegroom in my death, and run into't As to a lover's bed."" Eros: ""Draw that thy honest sword, which thou hast worn Most useful for thy country."" Antony: ""When I did make thee free, sworest thou not then To do this when I bade thee?"" What does this moment between Antony and Eros represent?",,Cleopatra's successful manipulation,A test of loyalty and self-sacrifice,Antony's reluctance to die,The dishonour of Eros refusing to fight,B,"Antony commands Eros to kill him, as a test of the servant's loyalty.",jamb|2025,past-question,active
LIT-0048,JAMB,Literature,Prose,So the Path Does Not Die,hard,2025,,This question is based on So the Path Does Not Die. What is the narrative function of the Kumba Kargbo legend at the beginning of the novel?,,To introduce Western ideals.,To critique African nationalism.,To expose the horrors of war.,To symbolise Fina's inner rebellion and uniqueness.,D,"Kumba Kargbo is a forerunner to Fina - she too questions norms, seeks knowledge, and eventually destroys what she wants to save.",jamb|2025,past-question,active
LIT-0049,JAMB,Literature,Prose,Redemption Road,medium,2025,,This question is based on Redemption Road. In what way does Bendu's relationship with Calvin challenge gender norms?,,Calvin acts as a victim,Their partnership is based on mutual respect without traditional gender roles,They reverse parenting roles,Calvin is financially dependent on Bendu,B,"Calvin and Bendu relate as equals, without romantic tension or male dominance, emphasizing emotional support and ethical alignment.",jamb|2025,past-question,active
LIT-0050,JAMB,Literature,Prose,So the Path Does Not Die,hard,2025,,This question is based on So the Path Does Not Die. Which element best classifies So the Path Does Not Die as a postcolonial feminist novel?,,Its use of supernatural elements,Its satire of Western education,Its critique of both colonial legacies and patriarchal customs,Its glorification of male dominance,C,"The novel confronts both the colonial impact on African societies and gender-based oppression rooted in tradition, hallmarks of postcolonial feminist discourse.",jamb|2025,past-question,active
LIT-0051,JAMB,Literature,Prose,Path of Lucas: The Journey He Endured,medium,2025,,This question is based on Path of Lucas. Which narrative technique best defines the structure of the novel?,,Epistolary narration,Non-linear flashback,Third-person omniscient narration,Stream of consciousness,B,"The story unfolds as Lucas narrates his past while sitting by Lucy's hospital bed, using flashbacks.",jamb|2025,past-question,active
LIT-0052,JAMB,Literature,Prose,Redemption Road,medium,2025,,This question is based on Redemption Road. What does the character of Calvin represent in contrast to Terrance Clarke?,,Ethical masculinity,Political radicalism,Legal ambiguity,Romantic detachment,A,"Calvin is a male figure who listens, supports, and acts with integrity, contrasting with Terrance's hypocrisy and self-interest.",jamb|2025,past-question,active
LIT-0053,JAMB,Literature,Drama,The Marriage of Anansewa,medium,2025,,This question is based on The Marriage of Anansewa. Who serves as a moral voice and critic of Ananse's schemes?,,Christie,Ekuwa,Chief-Who-Is-Chief,The Messenger,B,Ekuwa frequently challenges Ananse's deceit and selfishness.,jamb|2025,past-question,active
LIT-0054,JAMB,Literature,Drama,The Marriage of Anansewa,medium,2025,,This question is based on The Marriage of Anansewa. Which of these best describes Ananse?,,Naive and kind,Generous and selfless,Wise but poor,Trickster and manipulator,D,Ananse is portrayed as a clever schemer who uses trickery to gain what he wants.,jamb|2025,past-question,active
LIT-0055,JAMB,Literature,Drama,Antony and Cleopatra,hard,2025,,"This question is based on Antony and Cleopatra. Caesar: ""She shall be buried by her Antony: No grave upon the earth shall clip in it A pair so famous."" Dolabella: ""Caesar, thy thoughts Touch their effects in this: thyself art coming To see perform'd the dreaded act which thou So sought'st to hinder."" From the excerpt above, Caesar's statement primarily reveals his",,regret over his inability to prevent Cleopatra's death,anger at Dolabella for disobeying his orders,admiration for the enduring fame of Antony and Cleopatra,desire to separate Antony and Cleopatra in death,C,"Caesar acknowledges that Antony and Cleopatra are ""a pair so famous,"" suggesting that their love and legacy are remarkable and widely recognised.",jamb|2025,past-question,active
LIT-0056,JAMB,Literature,Drama,The Marriage of Anansewa,medium,2025,,This question is based on The Marriage of Anansewa. What theme is emphasised when bride prices are accepted from multiple chiefs?,,Heroism,Colonial resistance,Greed,National unity,C,"In the play, Ananse accepts bride prices from multiple chiefs at the same time.",jamb|2025,past-question,active
LIT-0057,JAMB,Literature,Poetry,Poem: The Telephone Call (Fleur Adcock),medium,2025,,"This question is based on The Telephone Call. The term ""Ultra-Super Global Special"" is an example of:",,Paradox,Litotes,Synecdoche,Hyperbole,D,The exaggerated title parodies how brands or schemes often use grandiose labels to impress.,jamb|2025,past-question,active
