question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
ENG-0065,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why was Mr Bepo moved during his visit to the Black Heritage Museum?,,He felt nostalgic about Nigeria's history,He was impressed by the museum's architecture,He empathised with the suffering of slaves in the past,He remembered his ancestors were involved in slavery,C,,jamb|2025,past-question,active
ENG-0066,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What is the meaning of the term ""japa"" as used in the novel?",,The struggle for financial independence,To travel abroad in search of better opportunities,To resist colonial influences inn modern times,To work as a slave in a foreign country,B,,jamb|2025,past-question,active
ENG-0067,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why was Mr Bepo initially reluctant to renew his passport?,,He had lost his passport,He was too busy with his teaching duties,He had heard about the hassles applicants were facing,He did not plan to travel abroad anytime soon,D,,jamb|2025,past-question,active
ENG-0068,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,How much was the official fee for a 10-year passport renewal (64 pages)?,,"N250,000","N100,000","N1,000,000","N70,000",D,,jamb|2025,past-question,active
ENG-0069,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why did Bepo choose Ibadan for his passport renewal?,,It was closer to his location,He was advised that the process would be easier there,He had a friend who worked in immigration there,The fees were lower in Ibadan,B,,jamb|2025,past-question,active
ENG-0070,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What can be inferred about Tai's role in the passport renewal process?,,He is a middleman exploiting applicants,He was a legitimate immigration officer,He was an honest businessman offering his services,He was unaware of the actual renewal process,A,,jamb|2025,past-question,active
ENG-0071,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What does the phrase ""in cahoots"" most likely mean in the context of Tai and the immigration staff?",,In conflict with,Secretly collaborating with,Officially associated with,Unknowingly assisting,B,,jamb|2025,past-question,active
ENG-0072,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why does Mr Bepo delay his flight to the UK?,,The airline cancels his flight,He is required to attend a farewell celebration,He needs to finalise his resignation paperwork,He has a last-minute meeting with the MD,B,,jamb|2025,past-question,active
ENG-0073,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What Yoruba adage does Mr Bepo recall after the debate at the farewell celebration?,,A wise man never leaves his work unfinished,The work of a teacher outlives their time,Success is not final; failure is not fatal,"Even if the master carver retires, his carvings remain",D,,jamb|2025,past-question,active
ENG-0074,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"Why does Mr Bepo yell ""Noooo!"" during the drama club performance at the farewell celebration?",,He was disappointed with the dance,He is overwhelmed by memories of the Heritage Slave Museum,He feels the performance is disrespectful,He disagrees with the students' portrayal of history,B,,jamb|2025,past-question,active
ENG-0075,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was the farewell gift presented to Mr Bepo?,,A framed picture of the staff and students,A plaque commemorating his years of service,"A cheque for $10,000",A plane ticket to his new destination,C,,jamb|2025,past-question,active
ENG-0076,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,At what time is Mr Bepo's flight to the UK scheduled to depart?,,5:00pm,10:00 pm,1:00 pm,8:00 pm,B,,jamb|2025,past-question,active
ENG-0077,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Who offers to drive Mr Bepo to the airport?,,Mrs Grace Apeh,Mr Oyelana,Mr Ogunwale,The Stardom accountant,C,,jamb|2025,past-question,active
ENG-0078,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What did Mr Bepo's wife insist he should pack for his trip to the UK?,,"Locust beans, egusi, ground crayfish and dry snail",New clothes and electronics,Fruits and water,His passport and essential documents,A,,jamb|2025,past-question,active
ENG-0079,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is the primary setting of The Lekki Headmaster?,,Beesway Group of School,Stardom Schools,"The Black Heritage Museum, Badagry","Mushin, Lagos",B,,jamb|2025,past-question,active
ENG-0080,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Who is the protagonist of the novel?,,Mr Alabi,Mrs Grace Apeh,Mrs Ibidun Gloss,Mr Adewale Adebepo,D,,jamb|2025,past-question,active
ENG-0081,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is Mr Bepo's profession?,,A doctor,A principal,A businessman,A historian,B,,jamb|2025,past-question,active
ENG-0082,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is the main challenge that Mr Bepo faces in the novel?,,Convincing parents to enrol their children,Managing the school's finances,Balancing his career with pressure to migrate,Starting his own school,C,,jamb|2025,past-question,active
ENG-0083,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What theme is predominantly explored in the novel?,,Betrayal,Political corruption,Love and relationships,Migration and identity,D,,jamb|2025,past-question,active
ENG-0084,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Which teacher is known for the use of witty remarks in the novel?,,Mrs Ibidun Gloss,Mrs Grace Apeh,Mr Audu,Mr Amos,C,,jamb|2025,past-question,active
ENG-0085,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Which two students have a rivalry that dates back to JSS 3?,,Banky and Tosh,Seri and Kemi,Ogba and Banky,Ogba and Tosh,A,,jamb|2025,past-question,active
ENG-0086,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,The novel explores the effects of migration under which term?,,Brain Drain,Japa Syndrome,Wanderlust,Exodus,B,,jamb|2025,past-question,active
ENG-0087,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What led to the conflict during the prefect election speech?,,Banky insulted Tosh's father,Banky attempted to bribe the judges,Tosh's mom accused the school of favouritism,Bepo intervened in the voting process,A,,jamb|2025,past-question,active
ENG-0088,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What project was the school's Invention Club working on?,,A generator,A solar-powered device,A phone-making project,A car powered by vegetables,C,,jamb|2025,past-question,active
ENG-0089,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What significant historical location did the students visit in Badagry?,,First Storey Building,Slave Market,Point of No Return,All of the above,D,,jamb|2025,past-question,active
ENG-0090,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What tourist attractions in Bauchi did the students explore?,,Ikogosi Warm Springs,Erin Ijesha Waterfalls,Arinta Waterfalls,Yakari Games Reserve,D,,jamb|2025,past-question,active
ENG-0091,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was the major challenge that Bepo faced during his NIN validation?,,Corruption among officials,Long queues,Poor networks,None of the above,C,,jamb|2025,past-question,active
ENG-0092,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What performances during the send-off caused Bepo to become deeply emotional?,,The Bata dance,The Atilogwu dance,The Canoe dance,The Koroso dance,C,,jamb|2025,past-question,active
ENG-0093,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What year was the Ikogosi Warm Springs discovered?,,1745,1820,1852,1901,C,,jamb|2025,past-question,active
ENG-0094,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What lesson does the novel teach about migration?,,Migration should always be the last option,Migration brings mixed blessings and challenges,Migration guarantees success,Migration is a betrayal of one's roots,B,,jamb|2025,past-question,active
ENG-0095,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was Bepo's relationship with Mrs Ibidun Gloss?,,She was his supervisor,She was his rival,She deeply respected and appreciated his contributions,She criticised his decisions frequently,A,,jamb|2025,past-question,active
ENG-0096,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What caused Mr Bepo's emotional breakdown during the school assembly?,,A student's rude behaviour,Financial troubles at the school,His upcoming relocation to the UK,A conflict with the MD,C,,jamb|2025,past-question,active
ENG-0097,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is the boarding fee per session at Stardom Schools?,,"₦150,000","₦165,000","₦250,000","₦200,000",B,,jamb|2025,past-question,active
ENG-0098,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why was the boarding fee at Stardom Schools reduced?,,To attract more parents,To improve facilities,To meet government regulations,To reduce student lateness,D,,jamb|2025,past-question,active
ENG-0099,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,The theme central to the novel is,,The corruption in the Nigerian education system,The struggles of students in private schools,The decline of traditional Nigerian values,The challenges of migration and identity,D,,jamb|2025,past-question,active
ENG-0100,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"How does The Lekki Headmaster portray the issue of ""Japa""?",,As a necessary step for career growth,As a personal and moral dilemma,As a privilege for the wealthy,As an easy decision for most Nigerians,B,,jamb|2025,past-question,active
ENG-0101,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is the central physical setting of the novel?,,Beesway Group of School,"Black Heritage Museum, Badagry","Stardom Schools, Lagos","Murtala Muhammed Airport, Lagos",C,,jamb|2025,past-question,active
ENG-0102,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Which setting in the novel serves as a point of psychological conflict for Bepo?,,The school assembly hall,"Black Heritage Museum, Badagry",The Vice Principal's office,His home in Ikeja,B,,jamb|2025,past-question,active
ENG-0103,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What narrative technique is commonly used in The Lekki Headmaster?,,Flashback,Myth,Foreshadowing,First-person narration,A,,jamb|2025,past-question,active
